Term	GO
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GO:0031461
GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GO:0031462
GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	GO:0031463
GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GO:0031464
GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GO:0031465
GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	GO:0031466
GOCC_CUL7_RING_UBIQUITIN_LIGASE_COMPLEX	GO:0031467
GOCC_TRAMP_COMPLEX	GO:0031499
GOCC_MANNOSYLTRANSFERASE_COMPLEX	GO:0031501
GOCC_MOTILE_CILIUM	GO:0031514
GOCC_PCG_PROTEIN_COMPLEX	GO:0031519
GOCC_BRUSH_BORDER_MEMBRANE	GO:0031526
GOCC_FILOPODIUM_MEMBRANE	GO:0031527
GOCC_MICROVILLUS_MEMBRANE	GO:0031528
GOCC_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX	GO:0031588
GOCC_NEUROMUSCULAR_JUNCTION	GO:0031594
GOCC_CYTOSOLIC_PROTEASOME_COMPLEX	GO:0031597
GOCC_SPINDLE_POLE_CENTROSOME	GO:0031616
GOCC_A_BAND	GO:0031672
GOCC_I_BAND	GO:0031674
GOCC_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX	GO:0031838
GOCC_EARLY_ENDOSOME_MEMBRANE	GO:0031901
GOCC_LATE_ENDOSOME_MEMBRANE	GO:0031902
GOCC_MICROBODY_MEMBRANE	GO:0031903
GOCC_ENDOSOME_LUMEN	GO:0031904
GOCC_MICROBODY_LUMEN	GO:0031907
GOCC_TORC1_COMPLEX	GO:0031931
GOCC_TORC2_COMPLEX	GO:0031932
GOCC_FILAMENTOUS_ACTIN	GO:0031941
GOCC_NUCLEAR_MEMBRANE	GO:0031965
GOCC_ORGANELLE_ENVELOPE_LUMEN	GO:0031970
GOCC_ENVELOPE	GO:0031975
GOCC_VESICLE_LUMEN	GO:0031983
GOCC_ORGANELLE_SUBCOMPARTMENT	GO:0031984
GOCC_GOLGI_CISTERNA	GO:0031985
GOCC_EARLY_PHAGOSOME	GO:0032009
GOCC_INTEGRATOR_COMPLEX	GO:0032039
GOCC_SMALL_SUBUNIT_PROCESSOME	GO:0032040
GOCC_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX	GO:0032045
GOCC_BLEB	GO:0032059
GOCC_DENSE_CORE_GRANULE_MEMBRANE	GO:0032127
GOCC_CHROMOSOME_PASSENGER_COMPLEX	GO:0032133
GOCC_CELL_DIVISION_SITE	GO:0032153
GOCC_CLEAVAGE_FURROW	GO:0032154
GOCC_SEPTIN_CYTOSKELETON	GO:0032156
GOCC_SYMMETRIC_SYNAPSE	GO:0032280
GOCC_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	GO:0032281
GOCC_MISMATCH_REPAIR_COMPLEX	GO:0032300
GOCC_PHOTORECEPTOR_CONNECTING_CILIUM	GO:0032391
GOCC_STEREOCILIUM	GO:0032420
GOCC_STEREOCILIUM_BUNDLE	GO:0032421
GOCC_STEREOCILIUM_TIP	GO:0032426
GOCC_ACTIN_FILAMENT_BUNDLE	GO:0032432
GOCC_FILOPODIUM_TIP	GO:0032433
GOCC_CUTICULAR_PLATE	GO:0032437
GOCC_CORTICAL_ENDOPLASMIC_RETICULUM	GO:0032541
GOCC_GOLGI_CISTERNA_MEMBRANE	GO:0032580
GOCC_GROWTH_CONE_MEMBRANE	GO:0032584
GOCC_MULTIVESICULAR_BODY_MEMBRANE	GO:0032585
GOCC_RUFFLE_MEMBRANE	GO:0032587
GOCC_TRANS_GOLGI_NETWORK_MEMBRANE	GO:0032588
GOCC_NEURON_PROJECTION_MEMBRANE	GO:0032589
GOCC_DENDRITE_MEMBRANE	GO:0032590
GOCC_DENDRITIC_SPINE_MEMBRANE	GO:0032591
GOCC_INSULIN_RESPONSIVE_COMPARTMENT	GO:0032593
GOCC_SUPER_ELONGATION_COMPLEX	GO:0032783
GOCC_SMN_COMPLEX	GO:0032797
GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX	GO:0032806
GOCC_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM	GO:0032838
GOCC_DENDRITE_CYTOPLASM	GO:0032839
GOCC_MYOSIN_FILAMENT	GO:0032982
GOCC_KAINATE_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	GO:0032983
GOCC_PROTEIN_DNA_COMPLEX	GO:0032993
GOCC_PROTEIN_LIPID_COMPLEX	GO:0032994
GOCC_FC_RECEPTOR_COMPLEX	GO:0032997
GOCC_FC_EPSILON_RECEPTOR_I_COMPLEX	GO:0032998
GOCC_PARANODAL_JUNCTION	GO:0033010
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	GO:0033017
GOCC_DNA_RECOMBINASE_MEDIATOR_COMPLEX	GO:0033061
GOCC_WEIBEL_PALADE_BODY	GO:0033093
GOCC_CIS_GOLGI_NETWORK_MEMBRANE	GO:0033106
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE	GO:0033116
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	GO:0033176
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	GO:0033177
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	GO:0033178
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN	GO:0033179
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN	GO:0033180
GOCC_CORVET_COMPLEX	GO:0033263
GOCC_NODE_OF_RANVIER	GO:0033268
GOCC_PARANODE_REGION_OF_AXON	GO:0033270
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	GO:0033276
GOCC_CHROMATOID_BODY	GO:0033391
GOCC_ELONGATOR_HOLOENZYME_COMPLEX	GO:0033588
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE	GO:0034045
GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	GO:0034098
GOCC_ATG12_ATG5_ATG16_COMPLEX	GO:0034274
GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034362
GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034363
GOCC_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034364
GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	GO:0034366
GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE	GO:0034385
GOCC_PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME	GO:0034388
GOCC_NUCLEAR_PERIPHERY	GO:0034399
GOCC_CENTRIOLAR_SATELLITE	GO:0034451
GOCC_BBSOME	GO:0034464
GOCC_CHROMOSOME_CENTROMERIC_CORE_DOMAIN	GO:0034506
GOCC_RNA_CAP_BINDING_COMPLEX	GO:0034518
GOCC_GID_COMPLEX	GO:0034657
GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX	GO:0034663
GOCC_MONOATOMIC_ION_CHANNEL_COMPLEX	GO:0034702
GOCC_CATION_CHANNEL_COMPLEX	GO:0034703
GOCC_CALCIUM_CHANNEL_COMPLEX	GO:0034704
GOCC_POTASSIUM_CHANNEL_COMPLEX	GO:0034705
GOCC_SODIUM_CHANNEL_COMPLEX	GO:0034706
GOCC_CHLORIDE_CHANNEL_COMPLEX	GO:0034707
GOCC_METHYLTRANSFERASE_COMPLEX	GO:0034708
GOCC_METHYLOSOME	GO:0034709
GOCC_PICLN_SM_PROTEIN_COMPLEX	GO:0034715
GOCC_SMN_SM_PROTEIN_COMPLEX	GO:0034719
GOCC_ARYL_HYDROCARBON_RECEPTOR_COMPLEX	GO:0034751
GOCC_MICROTUBULE_ORGANIZING_CENTER_ATTACHMENT_SITE	GO:0034992
GOCC_SUBAPICAL_COMPLEX	GO:0035003
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_III	GO:0035032
GOCC_BRAHMA_COMPLEX	GO:0035060
GOCC_INTERCHROMATIN_GRANULE	GO:0035061
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX	GO:0035097
GOCC_ESC_E_Z_COMPLEX	GO:0035098
GOCC_PRC1_COMPLEX	GO:0035102
GOCC_EXON_EXON_JUNCTION_COMPLEX	GO:0035145
GOCC_CILIARY_ROOTLET	GO:0035253
GOCC_MICROTUBULE_PLUS_END	GO:0035371
GOCC_CD40_RECEPTOR_COMPLEX	GO:0035631
GOCC_SPERM_FIBROUS_SHEATH	GO:0035686
GOCC_MYELIN_SHEATH_ABAXONAL_REGION	GO:0035748
GOCC_MYELIN_SHEATH_ADAXONAL_REGION	GO:0035749
GOCC_RIBONUCLEOPROTEIN_GRANULE	GO:0035770
GOCC_SEH1_ASSOCIATED_COMPLEX	GO:0035859
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	GO:0035861
GOCC_CILIARY_TRANSITION_ZONE	GO:0035869
GOCC_TRANSCRIPTION_FACTOR_AP_1_COMPLEX	GO:0035976
GOCC_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCUS	GO:0035985
GOCC_ENDOLYSOSOME	GO:0036019
GOCC_ENDOLYSOSOME_MEMBRANE	GO:0036020
GOCC_MKS_COMPLEX	GO:0036038
GOCC_FILTRATION_DIAPHRAGM	GO:0036056
GOCC_CILIARY_BASAL_BODY	GO:0036064
GOCC_CATSPER_COMPLEX	GO:0036128
GOCC_INNER_DYNEIN_ARM	GO:0036156
GOCC_OUTER_DYNEIN_ARM	GO:0036157
GOCC_MYOFILAMENT	GO:0036379
GOCC_RNA_N6_METHYLADENOSINE_METHYLTRANSFERASE_COMPLEX	GO:0036396
GOCC_MICROTUBULE_MINUS_END	GO:0036449
GOCC_ESCRT_COMPLEX	GO:0036452
GOCC_GROWTH_FACTOR_COMPLEX	GO:0036454
GOCC_SOMATODENDRITIC_COMPARTMENT	GO:0036477
GOCC_DERLIN_1_RETROTRANSLOCATION_COMPLEX	GO:0036513
GOCC_G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX	GO:0038037
GOCC_TOR_COMPLEX	GO:0038201
GOCC_T_CELL_RECEPTOR_COMPLEX	GO:0042101
GOCC_ALPHA_BETA_T_CELL_RECEPTOR_COMPLEX	GO:0042105
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GO:0042175
GOCC_NUCLEAR_RNA_EXPORT_FACTOR_COMPLEX	GO:0042272
GOCC_PARASPECKLES	GO:0042382
GOCC_SARCOLEMMA	GO:0042383
GOCC_NUCLEAR_INCLUSION_BODY	GO:0042405
GOCC_MCM_COMPLEX	GO:0042555
GOCC_NLS_DEPENDENT_PROTEIN_NUCLEAR_IMPORT_COMPLEX	GO:0042564
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	GO:0042571
GOCC_DNA_POLYMERASE_COMPLEX	GO:0042575
GOCC_MICROBODY	GO:0042579
GOCC_SPECIFIC_GRANULE	GO:0042581
GOCC_AZUROPHIL_GRANULE	GO:0042582
GOCC_CHROMAFFIN_GRANULE	GO:0042583
GOCC_GERMINAL_VESICLE	GO:0042585
GOCC_GLYCOGEN_GRANULE	GO:0042587
GOCC_ZYMOGEN_GRANULE	GO:0042588
GOCC_ZYMOGEN_GRANULE_MEMBRANE	GO:0042589
GOCC_LAMELLAR_BODY	GO:0042599
GOCC_MHC_PROTEIN_COMPLEX	GO:0042611
GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	GO:0042612
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	GO:0042613
GOCC_PHOTORECEPTOR_OUTER_SEGMENT_MEMBRANE	GO:0042622
GOCC_CHYLOMICRON	GO:0042627
GOCC_MAST_CELL_GRANULE	GO:0042629
GOCC_ACTOMYOSIN	GO:0042641
GOCC_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX	GO:0042719
GOCC_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX	GO:0042721
GOCC_PRESYNAPTIC_MEMBRANE	GO:0042734
GOCC_GPI_ANCHOR_TRANSAMIDASE_COMPLEX	GO:0042765
GOCC_POLYSOMAL_RIBOSOME	GO:0042788
GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX	GO:0042824
GOCC_NEURON_PROJECTION	GO:0043005
GOCC_NADPH_OXIDASE_COMPLEX	GO:0043020
GOCC_COSTAMERE	GO:0043034
GOCC_GERM_CELL_NUCLEUS	GO:0043073
GOCC_SYNAPTIC_CLEFT	GO:0043083
GOCC_ACROSOMAL_MATRIX	GO:0043159
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	GO:0043189
GOCC_AXON_INITIAL_SEGMENT	GO:0043194
GOCC_TERMINAL_BOUTON	GO:0043195
GOCC_VARICOSITY	GO:0043196
GOCC_DENDRITIC_SHAFT	GO:0043198
GOCC_LYSOSOMAL_LUMEN	GO:0043202
GOCC_AXON_HILLOCK	GO:0043203
GOCC_PERIKARYON	GO:0043204
GOCC_MYELIN_SHEATH	GO:0043209
GOCC_COMPACT_MYELIN	GO:0043218
GOCC_LATERAL_LOOP	GO:0043219
GOCC_SCHMIDT_LANTERMAN_INCISURE	GO:0043220
GOCC_EXTRACELLULAR_ORGANELLE	GO:0043230
GOCC_RECEPTOR_COMPLEX	GO:0043235
GOCC_FANCONI_ANAEMIA_NUCLEAR_COMPLEX	GO:0043240
GOCC_LAMININ_COMPLEX	GO:0043256
GOCC_CONTRACTILE_FIBER	GO:0043292
GOCC_APICAL_JUNCTION_COMPLEX	GO:0043296
GOCC_TRNA_METHYLTRANSFERASE_COMPLEX	GO:0043527
GOCC_NUCLEAR_REPLICATION_FORK	GO:0043596
GOCC_CYTOLYTIC_GRANULE	GO:0044194
GOCC_OTHER_ORGANISM_PART	GO:0044217
GOCC_JUXTAPARANODE_REGION_OF_AXON	GO:0044224
GOCC_ORGANELLE_MEMBRANE_CONTACT_SITE	GO:0044232
GOCC_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE	GO:0044233
GOCC_CELL_CELL_CONTACT_ZONE	GO:0044291
GOCC_DENDRITE_TERMINUS	GO:0044292
GOCC_DENDRITIC_GROWTH_CONE	GO:0044294
GOCC_AXONAL_GROWTH_CONE	GO:0044295
GOCC_CELL_BODY	GO:0044297
GOCC_CELL_BODY_MEMBRANE	GO:0044298
GOCC_CEREBELLAR_MOSSY_FIBER	GO:0044300
GOCC_DENTATE_GYRUS_MOSSY_FIBER	GO:0044302
GOCC_MAIN_AXON	GO:0044304
GOCC_CALYX_OF_HELD	GO:0044305
GOCC_NEURON_PROJECTION_TERMINUS	GO:0044306
GOCC_DENDRITIC_BRANCH	GO:0044307
GOCC_NEURON_SPINE	GO:0044309
GOCC_CONE_CELL_PEDICLE	GO:0044316
GOCC_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT	GO:0044322
GOCC_DENDRITIC_SPINE_NECK	GO:0044326
GOCC_DENDRITIC_SPINE_HEAD	GO:0044327
GOCC_PINOSOME	GO:0044352
GOCC_RIBOSOMAL_SUBUNIT	GO:0044391
GOCC_NSL_COMPLEX	GO:0044545
GOCC_NUCLEAR_PORE_CENTRAL_TRANSPORT_CHANNEL	GO:0044613
GOCC_NUCLEAR_PORE_NUCLEAR_BASKET	GO:0044615
GOCC_MLL1_2_COMPLEX	GO:0044665
GOCC_MLL3_4_COMPLEX	GO:0044666
GOCC_AMPHISOME	GO:0044753
GOCC_AUTOLYSOSOME	GO:0044754
GOCC_PLASMA_MEMBRANE_RAFT	GO:0044853
GOCC_CHITOSOME	GO:0045009
GOCC_KERATIN_FILAMENT	GO:0045095
GOCC_TYPE_III_INTERMEDIATE_FILAMENT	GO:0045098
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	GO:0045111
GOCC_PRONUCLEUS	GO:0045120
GOCC_INTERCELLULAR_BRIDGE	GO:0045171
GOCC_APICAL_PART_OF_CELL	GO:0045177
GOCC_BASAL_PART_OF_CELL	GO:0045178
GOCC_APICAL_CORTEX	GO:0045179
GOCC_BASAL_CORTEX	GO:0045180
GOCC_SYNAPSE	GO:0045202
GOCC_POSTSYNAPTIC_MEMBRANE	GO:0045211
GOCC_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	GO:0045239
GOCC_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX	GO:0045240
GOCC_OXOGLUTARATE_DEHYDROGENASE_COMPLEX	GO:0045252
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	GO:0045259
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_CATALYTIC_CORE_F_1	GO:0045261
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O	GO:0045263
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV	GO:0045277
GOCC_MRNA_EDITING_COMPLEX	GO:0045293
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE	GO:0045334
GOCC_PHAGOCYTIC_VESICLE	GO:0045335
GOCC_POLE_PLASM	GO:0045495
GOCC_INTERCELLULAR_CANALICULUS	GO:0046581
GOCC_INTRACELLULAR_CANALICULUS	GO:0046691
GOCC_LIPOPOLYSACCHARIDE_RECEPTOR_COMPLEX	GO:0046696
GOCC_PORE_COMPLEX	GO:0046930
GOCC_ACTIVIN_RECEPTOR_COMPLEX	GO:0048179
GOCC_SET1C_COMPASS_COMPLEX	GO:0048188
GOCC_ROUGH_ENDOPLASMIC_RETICULUM_LUMEN	GO:0048237
GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM	GO:0048471
GOCC_HOLLIDAY_JUNCTION_RESOLVASE_COMPLEX	GO:0048476
GOCC_SIGNAL_RECOGNITION_PARTICLE	GO:0048500
GOCC_PIGMENT_GRANULE	GO:0048770
GOCC_PRESYNAPTIC_ACTIVE_ZONE	GO:0048786
GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	GO:0048787
GOCC_CYTOSKELETON_OF_PRESYNAPTIC_ACTIVE_ZONE	GO:0048788
GOCC_SPINDLE_MIDZONE	GO:0051233
GOCC_CELL_TIP	GO:0051286
GOCC_RECYCLING_ENDOSOME	GO:0055037
GOCC_RECYCLING_ENDOSOME_MEMBRANE	GO:0055038
GOCC_EXCITATORY_SYNAPSE	GO:0060076
GOCC_INHIBITORY_SYNAPSE	GO:0060077
GOCC_KINOCILIUM	GO:0060091
GOCC_CILIARY_MEMBRANE	GO:0060170
GOCC_CELL_POLE	GO:0060187
GOCC_CLATHRIN_SCULPTED_VESICLE	GO:0060198
GOCC_CLATHRIN_SCULPTED_GLUTAMATE_TRANSPORT_VESICLE	GO:0060199
GOCC_CORTICAL_GRANULE	GO:0060473
GOCC_ASAP_COMPLEX	GO:0061574
GOCC_MICOS_COMPLEX	GO:0061617
GOCC_MITOTIC_SPINDLE_ASTRAL_MICROTUBULE	GO:0061673
GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GO:0061695
GOCC_GATOR2_COMPLEX	GO:0061700
GOCC_CANONICAL_INFLAMMASOME_COMPLEX	GO:0061702
GOCC_SPERM_HEAD	GO:0061827
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GO:0062023
GOCC_SYNAPTOBREVIN_2_SNAP_25_SYNTAXIN_1A_COMPLEXIN_I_COMPLEX	GO:0070032
GOCC_SYNAPTOBREVIN_2_SNAP_25_SYNTAXIN_1A_COMPLEX	GO:0070044
GOCC_EXTRACELLULAR_EXOSOME	GO:0070062
GOCC_CYTOCHROME_COMPLEX	GO:0070069
GOCC_TIGHT_JUNCTION	GO:0070160
GOCC_ANCHORING_JUNCTION	GO:0070161
GOCC_SHELTERIN_COMPLEX	GO:0070187
GOCC_EXOCYTIC_VESICLE	GO:0070382
GOCC_TRANSCRIPTION_EXPORT_COMPLEX_2	GO:0070390
GOCC_DNA_DEPENDENT_PROTEIN_KINASE_COMPLEX	GO:0070418
GOCC_NONHOMOLOGOUS_END_JOINING_COMPLEX	GO:0070419
GOCC_ELONGIN_COMPLEX	GO:0070449
GOCC_SAGA_TYPE_COMPLEX	GO:0070461
GOCC_RESPIRASOME	GO:0070469
GOCC_ERCC4_ERCC1_COMPLEX	GO:0070522
GOCC_BRCA1_A_COMPLEX	GO:0070531
GOCC_BRCA1_C_COMPLEX	GO:0070533
GOCC_BRISC_COMPLEX	GO:0070552
GOCC_RISC_LOADING_COMPLEX	GO:0070578
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	GO:0070603
GOCC_HAUS_COMPLEX	GO:0070652
GOCC_FHF_COMPLEX	GO:0070695
GOCC_PRE_SNORNP_COMPLEX	GO:0070761
GOCC_GAMMA_SECRETASE_COMPLEX	GO:0070765
GOCC_H3_HISTONE_ACETYLTRANSFERASE_COMPLEX	GO:0070775
GOCC_TERTIARY_GRANULE	GO:0070820
GOCC_SIN3_TYPE_COMPLEX	GO:0070822
GOCC_CORE_MEDIATOR_COMPLEX	GO:0070847
GOCC_CELL_BODY_FIBER	GO:0070852
GOCC_CRD_MEDIATED_MRNA_STABILITY_COMPLEX	GO:0070937
GOCC_CONTRACTILE_RING	GO:0070938
GOCC_ENDOPLASMIC_RETICULUM_EXIT_SITE	GO:0070971
GOCC_TRANSLATION_PREINITIATION_COMPLEX	GO:0070993
GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME	GO:0071007
GOCC_PRESPLICEOSOME	GO:0071010
GOCC_PRECATALYTIC_SPLICEOSOME	GO:0071011
GOCC_CATALYTIC_STEP_1_SPLICEOSOME	GO:0071012
GOCC_CATALYTIC_STEP_2_SPLICEOSOME	GO:0071013
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	GO:0071014
GOCC_SMAD_PROTEIN_COMPLEX	GO:0071141
GOCC_HETEROMERIC_SMAD_PROTEIN_COMPLEX	GO:0071144
GOCC_CMG_COMPLEX	GO:0071162
GOCC_WASH_COMPLEX	GO:0071203
GOCC_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX	GO:0071204
GOCC_TRANSLOCON_COMPLEX	GO:0071256
GOCC_CLATHRIN_COMPLEX	GO:0071439
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX_EIF3M	GO:0071541
GOCC_PI_BODY	GO:0071546
GOCC_PIP_BODY	GO:0071547
GOCC_NPBAF_COMPLEX	GO:0071564
GOCC_NBAF_COMPLEX	GO:0071565
GOCC_NEURONAL_RIBONUCLEOPROTEIN_GRANULE	GO:0071598
GOCC_IGG_IMMUNOGLOBULIN_COMPLEX	GO:0071735
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX	GO:0071745
GOCC_IGM_IMMUNOGLOBULIN_COMPLEX	GO:0071753
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	GO:0071782
GOCC_MMXD_COMPLEX	GO:0071817
GOCC_ELASTIC_FIBER	GO:0071953
GOCC_RAGULATOR_COMPLEX	GO:0071986
GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	GO:0072357
GOCC_ER_MEMBRANE_INSERTION_COMPLEX	GO:0072379
GOCC_MSL_COMPLEX	GO:0072487
GOCC_EMC_COMPLEX	GO:0072546
GOCC_IPAF_INFLAMMASOME_COMPLEX	GO:0072557
GOCC_NLRP1_INFLAMMASOME_COMPLEX	GO:0072558
GOCC_NLRP3_INFLAMMASOME_COMPLEX	GO:0072559
GOCC_BLOOD_MICROPARTICLE	GO:0072562
GOCC_TRNA_SPLICING_LIGASE_COMPLEX	GO:0072669
GOCC_MITOTIC_SPINDLE	GO:0072686
GOCC_MEIOTIC_SPINDLE	GO:0072687
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GO:0080008
GOCC_U2AF_COMPLEX	GO:0089701
GOCC_FLEMMING_BODY	GO:0090543
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX	GO:0090571
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	GO:0090575
GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX	GO:0090576
GOCC_GLYCOPROTEIN_COMPLEX	GO:0090665
GOCC_CENTRAL_REGION_OF_GROWTH_CONE	GO:0090724
GOCC_SITE_OF_DNA_DAMAGE	GO:0090734
GOCC_CILIARY_PLASM	GO:0097014
GOCC_MPP7_DLG1_LIN7_COMPLEX	GO:0097025
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	GO:0097038
GOCC_TRAF2_GSTP1_COMPLEX	GO:0097057
GOCC_SYNAPTIC_MEMBRANE	GO:0097060
GOCC_BCL_2_FAMILY_PROTEIN_COMPLEX	GO:0097136
GOCC_NUCLEAR_STRESS_GRANULE	GO:0097165
GOCC_PROTEASE_INHIBITOR_COMPLEX	GO:0097179
GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN	GO:0097197
GOCC_ALVEOLAR_LAMELLAR_BODY	GO:0097208
GOCC_SPERM_CONNECTING_PIECE	GO:0097224
GOCC_SPERM_MIDPIECE	GO:0097225
GOCC_SPERM_MITOCHONDRIAL_SHEATH	GO:0097226
GOCC_SPERM_ANNULUS	GO:0097227
GOCC_SPERM_PRINCIPAL_PIECE	GO:0097228
GOCC_R2TP_COMPLEX	GO:0097255
GOCC_RIPOPTOSOME	GO:0097342
GOCC_INO80_TYPE_COMPLEX	GO:0097346
GOCC_PERINUCLEOLAR_COMPARTMENT	GO:0097356
GOCC_CIA_COMPLEX	GO:0097361
GOCC_GLIAL_CELL_PROJECTION	GO:0097386
GOCC_LEWY_BODY	GO:0097413
GOCC_NEUROFIBRILLARY_TANGLE	GO:0097418
GOCC_TUBULAR_ENDOSOME	GO:0097422
GOCC_MICROTUBULE_BUNDLE	GO:0097427
GOCC_MITOTIC_SPINDLE_POLE	GO:0097431
GOCC_DENSE_BODY	GO:0097433
GOCC_APICAL_DENDRITE	GO:0097440
GOCC_BASAL_DENDRITE	GO:0097441
GOCC_SORTING_ENDOSOME	GO:0097443
GOCC_SPINE_APPARATUS	GO:0097444
GOCC_DENDRITIC_TREE	GO:0097447
GOCC_ASTROCYTE_PROJECTION	GO:0097449
GOCC_ASTROCYTE_END_FOOT	GO:0097450
GOCC_GAIT_COMPLEX	GO:0097452
GOCC_RIBBON_SYNAPSE	GO:0097470
GOCC_MULTIVESICULAR_BODY_INTERNAL_VESICLE	GO:0097487
GOCC_GEMINI_OF_COILED_BODIES	GO:0097504
GOCC_CARDIAC_MYOFIBRIL	GO:0097512
GOCC_SPERM_PLASMA_MEMBRANE	GO:0097524
GOCC_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	GO:0097526
GOCC_CILIARY_TRANSITION_FIBER	GO:0097539
GOCC_CILIARY_TIP	GO:0097542
GOCC_CILIARY_BASE	GO:0097546
GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX	GO:0097550
GOCC_LATERAL_PART_OF_CELL	GO:0097574
