Term	GO
GOMF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005159
GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING	GO:0005160
GOMF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005161
GOMF_NERVE_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005163
GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING	GO:0005164
GOMF_NEUROTROPHIN_RECEPTOR_BINDING	GO:0005165
GOMF_NEUROTROPHIN_P75_RECEPTOR_BINDING	GO:0005166
GOMF_NEUROTROPHIN_TRK_RECEPTOR_BINDING	GO:0005167
GOMF_NEUROTROPHIN_TRKA_RECEPTOR_BINDING	GO:0005168
GOMF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_BINDING	GO:0005172
GOMF_STEM_CELL_FACTOR_RECEPTOR_BINDING	GO:0005173
GOMF_INTEGRIN_BINDING	GO:0005178
GOMF_HORMONE_ACTIVITY	GO:0005179
GOMF_PHEROMONE_ACTIVITY	GO:0005186
GOMF_STRUCTURAL_MOLECULE_ACTIVITY	GO:0005198
GOMF_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON	GO:0005200
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GO:0005201
GOMF_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	GO:0005212
GOMF_TRANSPORTER_ACTIVITY	GO:0005215
GOMF_INTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY	GO:0005217
GOMF_INTRACELLULAR_CYCLIC_NUCLEOTIDE_ACTIVATED_MONOATOMIC_CATION_CHANNEL_ACTIVITY	GO:0005221
GOMF_INTRACELLULAR_CAMP_ACTIVATED_CATION_CHANNEL_ACTIVITY	GO:0005222
GOMF_INTRACELLULAR_CGMP_ACTIVATED_CATION_CHANNEL_ACTIVITY	GO:0005223
GOMF_VOLUME_SENSITIVE_ANION_CHANNEL_ACTIVITY	GO:0005225
GOMF_CALCIUM_ACTIVATED_CATION_CHANNEL_ACTIVITY	GO:0005227
GOMF_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY	GO:0005230
GOMF_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY	GO:0005231
GOMF_EXTRACELLULARLY_GLUTAMATE_GATED_ION_CHANNEL_ACTIVITY	GO:0005234
GOMF_INHIBITORY_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY	GO:0005237
GOMF_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	GO:0005242
GOMF_GAP_JUNCTION_CHANNEL_ACTIVITY	GO:0005243
GOMF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	GO:0005245
GOMF_CALCIUM_CHANNEL_REGULATOR_ACTIVITY	GO:0005246
GOMF_VOLTAGE_GATED_CHLORIDE_CHANNEL_ACTIVITY	GO:0005247
GOMF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	GO:0005248
GOMF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	GO:0005249
GOMF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	GO:0005251
GOMF_MONOATOMIC_ANION_CHANNEL_ACTIVITY	GO:0005253
GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY	GO:0005261
GOMF_POTASSIUM_CHANNEL_ACTIVITY	GO:0005267
GOMF_SODIUM_CHANNEL_ACTIVITY	GO:0005272
GOMF_AMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005275
GOMF_AMINO_ACID_PROTON_SYMPORTER_ACTIVITY	GO:0005280
GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	GO:0005283
GOMF_NEUTRAL_L_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	GO:0005295
GOMF_PROLINE_SODIUM_SYMPORTER_ACTIVITY	GO:0005298
GOMF_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005310
GOMF_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005313
GOMF_INORGANIC_PHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005315
GOMF_LIPID_TRANSPORTER_ACTIVITY	GO:0005319
GOMF_LONG_CHAIN_FATTY_ACID_TRANSPORTER_ACTIVITY	GO:0005324
GOMF_NEUROTRANSMITTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005326
GOMF_GAMMA_AMINOBUTYRIC_ACID_SODIUM_CHLORIDE_SYMPORTER_ACTIVITY	GO:0005332
GOMF_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005337
GOMF_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005338
GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005342
GOMF_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY	GO:0005343
GOMF_OXYGEN_CARRIER_ACTIVITY	GO:0005344
GOMF_PURINE_RIBONUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005346
GOMF_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005347
GOMF_CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY	GO:0005351
GOMF_FRUCTOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005353
GOMF_GALACTOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005354
GOMF_WATER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005372
GOMF_COPPER_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005375
GOMF_IRON_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005381
GOMF_MANGANESE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005384
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0005385
GOMF_P_TYPE_CALCIUM_TRANSPORTER_ACTIVITY	GO:0005388
GOMF_CARBOHYDRATE_MONOATOMIC_CATION_SYMPORTER_ACTIVITY	GO:0005402
GOMF_GLUCOSE_SODIUM_SYMPORTER_ACTIVITY	GO:0005412
GOMF_AMINO_ACID_MONOATOMIC_CATION_SYMPORTER_ACTIVITY	GO:0005416
GOMF_CALCIUM_SODIUM_ANTIPORTER_ACTIVITY	GO:0005432
GOMF_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY	GO:0005436
GOMF_SOLUTE_INORGANIC_ANION_ANTIPORTER_ACTIVITY	GO:0005452
GOMF_SNAP_RECEPTOR_ACTIVITY	GO:0005484
GOMF_STEROID_BINDING	GO:0005496
GOMF_VITAMIN_D_BINDING	GO:0005499
GOMF_11_CIS_RETINAL_BINDING	GO:0005502
GOMF_FATTY_ACID_BINDING	GO:0005504
GOMF_IRON_ION_BINDING	GO:0005506
GOMF_COPPER_ION_BINDING	GO:0005507
GOMF_CALCIUM_ION_BINDING	GO:0005509
GOMF_CALMODULIN_BINDING	GO:0005516
GOMF_COLLAGEN_BINDING	GO:0005518
GOMF_INSULIN_LIKE_GROWTH_FACTOR_BINDING	GO:0005520
GOMF_LAMIN_BINDING	GO:0005521
GOMF_PROFILIN_BINDING	GO:0005522
GOMF_TROPOMYOSIN_BINDING	GO:0005523
GOMF_MACROLIDE_BINDING	GO:0005527
GOMF_GALACTOSE_BINDING	GO:0005534
GOMF_GLUCOSE_BINDING	GO:0005536
GOMF_MANNOSE_BINDING	GO:0005537
GOMF_GLYCOSAMINOGLYCAN_BINDING	GO:0005539
GOMF_HYALURONIC_ACID_BINDING	GO:0005540
GOMF_FOLIC_ACID_BINDING	GO:0005542
GOMF_PHOSPHOLIPID_BINDING	GO:0005543
GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	GO:0005544
GOMF_1_PHOSPHATIDYLINOSITOL_BINDING	GO:0005545
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING	GO:0005546
GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING	GO:0005547
GOMF_PHOSPHOLIPID_TRANSPORTER_ACTIVITY	GO:0005548
GOMF_ODORANT_BINDING	GO:0005549
GOMF_PHEROMONE_BINDING	GO:0005550
GOMF_CHEMOKINE_ACTIVITY	GO:0008009
GOMF_BETA_CATENIN_BINDING	GO:0008013
GOMF_MICROTUBULE_BINDING	GO:0008017
GOMF_G_PROTEIN_COUPLED_PHOTORECEPTOR_ACTIVITY	GO:0008020
GOMF_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008028
GOMF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_BINDING	GO:0008035
GOMF_AXON_GUIDANCE_RECEPTOR_ACTIVITY	GO:0008046
GOMF_ENZYME_ACTIVATOR_ACTIVITY	GO:0008047
GOMF_CHITIN_BINDING	GO:0008061
GOMF_GLUTAMATE_RECEPTOR_ACTIVITY	GO:0008066
GOMF_TRANSLATION_TERMINATION_FACTOR_ACTIVITY	GO:0008079
GOMF_N_ACETYLTRANSFERASE_ACTIVITY	GO:0008080
GOMF_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	GO:0008081
GOMF_GROWTH_FACTOR_ACTIVITY	GO:0008083
GOMF_CYTOSKELETAL_PROTEIN_BINDING	GO:0008092
GOMF_CYTOSKELETAL_ANCHOR_ACTIVITY	GO:0008093
GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA	GO:0008094
GOMF_5S_RRNA_BINDING	GO:0008097
GOMF_UBIQUINOL_CYTOCHROME_C_REDUCTASE_ACTIVITY	GO:0008121
GOMF_PRIMARY_AMINE_OXIDASE_ACTIVITY	GO:0008131
GOMF_TRANSCRIPTION_FACTOR_BINDING	GO:0008134
GOMF_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	GO:0008135
GOMF_PROTEIN_TYROSINE_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	GO:0008138
GOMF_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	GO:0008139
GOMF_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING	GO:0008140
GOMF_OXYSTEROL_BINDING	GO:0008142
GOMF_POLY_A_BINDING	GO:0008143
GOMF_SULFOTRANSFERASE_ACTIVITY	GO:0008146
GOMF_PROTEIN_PHOSPHATASE_1_BINDING	GO:0008157
GOMF_C_METHYLTRANSFERASE_ACTIVITY	GO:0008169
GOMF_N_METHYLTRANSFERASE_ACTIVITY	GO:0008170
GOMF_O_METHYLTRANSFERASE_ACTIVITY	GO:0008171
GOMF_S_METHYLTRANSFERASE_ACTIVITY	GO:0008172
GOMF_RNA_METHYLTRANSFERASE_ACTIVITY	GO:0008173
GOMF_MRNA_METHYLTRANSFERASE_ACTIVITY	GO:0008174
GOMF_TRNA_METHYLTRANSFERASE_ACTIVITY	GO:0008175
GOMF_ADENYLATE_CYCLASE_BINDING	GO:0008179
GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_RNA	GO:0008186
GOMF_POLY_PYRIMIDINE_TRACT_BINDING	GO:0008187
GOMF_NEUROPEPTIDE_RECEPTOR_ACTIVITY	GO:0008188
GOMF_EUKARYOTIC_INITIATION_FACTOR_4E_BINDING	GO:0008190
GOMF_METALLOENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO:0008191
GOMF_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	GO:0008194
GOMF_PHOSPHATIDATE_PHOSPHATASE_ACTIVITY	GO:0008195
GOMF_FERROUS_IRON_BINDING	GO:0008198
GOMF_FERRIC_IRON_BINDING	GO:0008199
GOMF_HEPARIN_BINDING	GO:0008201
GOMF_G_PROTEIN_COUPLED_AMINE_RECEPTOR_ACTIVITY	GO:0008227
GOMF_PEPTIDASE_ACTIVITY	GO:0008233
GOMF_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY	GO:0008234
GOMF_METALLOEXOPEPTIDASE_ACTIVITY	GO:0008235
GOMF_METALLOPEPTIDASE_ACTIVITY	GO:0008237
GOMF_EXOPEPTIDASE_ACTIVITY	GO:0008238
GOMF_DIPEPTIDYL_PEPTIDASE_ACTIVITY	GO:0008239
GOMF_OMEGA_PEPTIDASE_ACTIVITY	GO:0008242
GOMF_TRNA_SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	GO:0008251
GOMF_NUCLEOTIDASE_ACTIVITY	GO:0008252
GOMF_5_NUCLEOTIDASE_ACTIVITY	GO:0008253
GOMF_ZINC_ION_BINDING	GO:0008270
GOMF_SECONDARY_ACTIVE_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008271
GOMF_CALCIUM_POTASSIUM_SODIUM_ANTIPORTER_ACTIVITY	GO:0008273
GOMF_PROTEIN_METHYLTRANSFERASE_ACTIVITY	GO:0008276
GOMF_LIPID_BINDING	GO:0008289
GOMF_CALCIUM_AND_CALMODULIN_RESPONSIVE_ADENYLATE_CYCLASE_ACTIVITY	GO:0008294
GOMF_3_5_DNA_EXONUCLEASE_ACTIVITY	GO:0008296
GOMF_SINGLE_STRANDED_DNA_EXODEOXYRIBONUCLEASE_ACTIVITY	GO:0008297
GOMF_DNA_BINDING_BENDING	GO:0008301
GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE	GO:0008307
GOMF_VOLTAGE_GATED_MONOATOMIC_ANION_CHANNEL_ACTIVITY	GO:0008308
GOMF_DOUBLE_STRANDED_DNA_EXODEOXYRIBONUCLEASE_ACTIVITY	GO:0008309
GOMF_7S_RNA_BINDING	GO:0008312
GOMF_PROTEIN_PRENYLTRANSFERASE_ACTIVITY	GO:0008318
GOMF_PROTEIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008320
GOMF_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008324
GOMF_METHYL_CPG_BINDING	GO:0008327
GOMF_PROTEIN_TYROSINE_THREONINE_PHOSPHATASE_ACTIVITY	GO:0008330
GOMF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	GO:0008331
GOMF_MAP_KINASE_KINASE_KINASE_KINASE_ACTIVITY	GO:0008349
GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	GO:0008353
GOMF_SIALYLTRANSFERASE_ACTIVITY	GO:0008373
GOMF_O_ACYLTRANSFERASE_ACTIVITY	GO:0008374
GOMF_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	GO:0008375
GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	GO:0008376
GOMF_GALACTOSYLTRANSFERASE_ACTIVITY	GO:0008378
GOMF_MECHANOSENSITIVE_MONOATOMIC_ION_CHANNEL_ACTIVITY	GO:0008381
GOMF_TESTOSTERONE_16_ALPHA_HYDROXYLASE_ACTIVITY	GO:0008390
GOMF_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY	GO:0008391
GOMF_STEROID_HYDROXYLASE_ACTIVITY	GO:0008395
GOMF_RETINOIC_ACID_4_HYDROXYLASE_ACTIVITY	GO:0008401
GOMF_ARACHIDONIC_ACID_14_15_EPOXYGENASE_ACTIVITY	GO:0008404
GOMF_ARACHIDONIC_ACID_11_12_EPOXYGENASE_ACTIVITY	GO:0008405
GOMF_3_5_EXONUCLEASE_ACTIVITY	GO:0008408
GOMF_5_3_EXONUCLEASE_ACTIVITY	GO:0008409
GOMF_COA_TRANSFERASE_ACTIVITY	GO:0008410
GOMF_FUCOSYLTRANSFERASE_ACTIVITY	GO:0008417
GOMF_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY	GO:0008420
GOMF_PHOSPHATIDYLETHANOLAMINE_BINDING	GO:0008429
GOMF_SELENIUM_BINDING	GO:0008430
GOMF_JUN_KINASE_BINDING	GO:0008432
GOMF_PHOSPHOFRUCTOKINASE_ACTIVITY	GO:0008443
GOMF_HEPARAN_SULFATE_GLUCOSAMINE_3_SULFOTRANSFERASE_1_ACTIVITY	GO:0008467
GOMF_SULFURIC_ESTER_HYDROLASE_ACTIVITY	GO:0008484
GOMF_TRANSLATION_ACTIVATOR_ACTIVITY	GO:0008494
GOMF_UDP_GALACTOSE_BETA_N_ACETYLGLUCOSAMINE_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY	GO:0008499
GOMF_BENZODIAZEPINE_RECEPTOR_ACTIVITY	GO:0008503
GOMF_MONOAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008504
GOMF_BILE_ACID_SODIUM_SYMPORTER_ACTIVITY	GO:0008508
GOMF_MONOATOMIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008509
GOMF_SODIUM_BICARBONATE_SYMPORTER_ACTIVITY	GO:0008510
GOMF_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008514
GOMF_FOLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008517
GOMF_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008519
GOMF_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY	GO:0008525
GOMF_PHOSPHATIDYLINOSITOL_TRANSFER_ACTIVITY	GO:0008526
GOMF_TASTE_RECEPTOR_ACTIVITY	GO:0008527
GOMF_P_TYPE_PROTON_EXPORTING_TRANSPORTER_ACTIVITY	GO:0008553
GOMF_P_TYPE_POTASSIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0008556
GOMF_ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY	GO:0008559
GOMF_MICROTUBULE_SEVERING_ATPASE_ACTIVITY	GO:0008568
GOMF_MINUS_END_DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	GO:0008569
GOMF_PLUS_END_DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	GO:0008574
GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_REGULATOR_ACTIVITY	GO:0008597
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY	GO:0008603
GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY	GO:0008641
GOMF_RRNA_METHYLTRANSFERASE_ACTIVITY	GO:0008649
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	GO:0008757
GOMF_CROSSOVER_JUNCTION_DNA_ENDONUCLEASE_ACTIVITY	GO:0008821
GOMF_GLYCEROPHOSPHODIESTER_PHOSPHODIESTERASE_ACTIVITY	GO:0008889
GOMF_PHOSPHOLIPASE_A1_ACTIVITY	GO:0008970
GOMF_DNA_METHYLTRANSFERASE_ACTIVITY	GO:0009008
GOMF_ELECTRON_TRANSFER_ACTIVITY	GO:0009055
GOMF_FOUR_WAY_JUNCTION_HELICASE_ACTIVITY	GO:0009378
GOMF_PHOTORECEPTOR_ACTIVITY	GO:0009881
GOMF_FATTY_ACID_ELONGASE_ACTIVITY	GO:0009922
GOMF_CYCLASE_ACTIVITY	GO:0009975
GOMF_PSEUDOURIDINE_SYNTHASE_ACTIVITY	GO:0009982
GOMF_FMN_BINDING	GO:0010181
GOMF_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING	GO:0010314
GOMF_DOUBLE_STRANDED_METHYLATED_DNA_BINDING	GO:0010385
GOMF_HISTONE_H3_ACETYLTRANSFERASE_ACTIVITY	GO:0010484
GOMF_HISTONE_H4_ACETYLTRANSFERASE_ACTIVITY	GO:0010485
GOMF_TELOMERASE_INHIBITOR_ACTIVITY	GO:0010521
GOMF_ACETYLTRANSFERASE_ACTIVATOR_ACTIVITY	GO:0010698
GOMF_CYCLASE_REGULATOR_ACTIVITY	GO:0010851
GOMF_CYCLASE_INHIBITOR_ACTIVITY	GO:0010852
GOMF_CYCLASE_ACTIVATOR_ACTIVITY	GO:0010853
GOMF_ADENYLATE_CYCLASE_REGULATOR_ACTIVITY	GO:0010854
GOMF_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY	GO:0010856
GOMF_CALCIUM_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GO:0010857
GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING	GO:0010997
GOMF_GLUCURONOSYLTRANSFERASE_ACTIVITY	GO:0015020
GOMF_CORECEPTOR_ACTIVITY	GO:0015026
GOMF_PROTEIN_DISULFIDE_REDUCTASE_ACTIVITY	GO:0015035
GOMF_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	GO:0015036
GOMF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015075
GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015078
GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015079
GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015081
GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015085
GOMF_FERROUS_IRON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015093
GOMF_MAGNESIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015095
GOMF_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015101
GOMF_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015103
GOMF_BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015106
GOMF_IODIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015111
GOMF_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015114
GOMF_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015116
GOMF_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015125
GOMF_LACTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015129
GOMF_ALPHA_KETOGLUTARATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015139
GOMF_SUCCINATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015141
GOMF_URATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015143
GOMF_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015144
GOMF_PYRIMIDINE_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015165
GOMF_POLYOL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015166
GOMF_GLYCEROL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015168
GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015171
GOMF_ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015172
GOMF_AROMATIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015173
GOMF_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015174
GOMF_NEUTRAL_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015175
GOMF_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015179
GOMF_L_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015180
GOMF_L_ASPARTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015183
GOMF_GAMMA_AMINOBUTYRIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015185
GOMF_L_GLUTAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015186
GOMF_GLYCINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015187
GOMF_L_LYSINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015189
GOMF_L_LEUCINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015190
GOMF_L_PROLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015193
GOMF_L_SERINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015194
GOMF_AMINO_ACID_BETAINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015199
GOMF_POLYAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015203
GOMF_UREA_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015204
GOMF_NUCLEOBASE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015205
GOMF_PURINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015211
GOMF_URIDINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015213
GOMF_PYRIMIDINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015214
GOMF_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015215
GOMF_PURINE_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015216
GOMF_ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015217
GOMF_CHOLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015220
GOMF_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015226
GOMF_HEME_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015232
GOMF_THIAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015234
GOMF_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015245
GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY	GO:0015247
GOMF_STEROL_TRANSPORTER_ACTIVITY	GO:0015248
GOMF_WATER_CHANNEL_ACTIVITY	GO:0015250
GOMF_PROTON_CHANNEL_ACTIVITY	GO:0015252
GOMF_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY	GO:0015269
GOMF_OUTWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	GO:0015271
GOMF_KAINATE_SELECTIVE_GLUTAMATE_RECEPTOR_ACTIVITY	GO:0015277
GOMF_CALCIUM_RELEASE_CHANNEL_ACTIVITY	GO:0015278
GOMF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	GO:0015279
GOMF_LIGAND_GATED_SODIUM_CHANNEL_ACTIVITY	GO:0015280
GOMF_PORIN_ACTIVITY	GO:0015288
GOMF_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO:0015291
GOMF_UNIPORTER_ACTIVITY	GO:0015292
GOMF_SYMPORTER_ACTIVITY	GO:0015293
GOMF_SOLUTE_MONOATOMIC_CATION_SYMPORTER_ACTIVITY	GO:0015294
GOMF_SOLUTE_PROTON_SYMPORTER_ACTIVITY	GO:0015295
