Gene stable ID	Mouse gene stable ID	Mouse gene name	Mouse homology type	Gene name
ENSG00000178814	ENSMUSG00000022562	Oplah	ortholog_one2one	OPLAH
ENSG00000224373	ENSMUSG00000076646	Ighv2-6-8	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000076670	Ighv3-5	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000095866	Ighv2-4	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000096638	Ighv2-9	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000094164	Ighv2-3	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000103939	Ighv3-4	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000096464	Ighv2-2	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000076672	Ighv3-6	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000094029	Ighv3-3	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000096824	Ighv2-7	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000093838	Ighv3-1	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000076674	Ighv3-8	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000076676	Ighv12-3	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000096670	Ighv2-6	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000095565	Ighv2-9-1	ortholog_many2many	IGHV4-59
ENSG00000224373	ENSMUSG00000096498	Ighv2-5	ortholog_many2many	IGHV4-59
ENSG00000130643	ENSMUSG00000025468	Caly	ortholog_one2one	CALY
ENSG00000106554	ENSMUSG00000053768	Chchd3	ortholog_one2one	CHCHD3
ENSG00000082212	ENSMUSG00000024556	Me2	ortholog_one2one	ME2
ENSG00000119638	ENSMUSG00000034290	Nek9	ortholog_one2one	NEK9
ENSG00000073050	ENSMUSG00000051768	Xrcc1	ortholog_one2one	XRCC1
ENSG00000164325	ENSMUSG00000046082	Tmem174	ortholog_one2one	TMEM174
ENSG00000199785	ENSMUSG00000064666	Snora52	ortholog_one2many	SNORA52
ENSG00000199785	ENSMUSG00002076417	Gm54463	ortholog_one2many	SNORA52
ENSG00000201026	ENSMUSG00002076201	Gm56181	ortholog_one2many	Y_RNA
ENSG00000165828	ENSMUSG00000025467	Prap1	ortholog_one2one	PRAP1
ENSG00000177666	ENSMUSG00000025509	Pnpla2	ortholog_one2one	PNPLA2
ENSG00000239112	ENSMUSG00000089317	Snord123	ortholog_one2one	SNORD123
ENSG00000205544	ENSMUSG00000070394	Tmem256	ortholog_one2one	TMEM256
ENSG00000212305	ENSMUSG00002076435	Gm56390	ortholog_one2many	RNU6-679P
ENSG00000212305	ENSMUSG00000088044	Gm23326	ortholog_one2many	RNU6-679P
ENSG00000128311	ENSMUSG00000044986	Tst	ortholog_one2one	TST
ENSG00000212278	ENSMUSG00000065228	Gm25789	ortholog_many2many	SNORD81
ENSG00000212278	ENSMUSG00000064573	Gm25802	ortholog_many2many	SNORD81
ENSG00000169992	ENSMUSG00000051790	Nlgn2	ortholog_one2one	NLGN2
ENSG00000201016	ENSMUSG00000119874	Gm25464	ortholog_one2many	RNU6-374P
ENSG00000223004	ENSMUSG00000065378	Gm22744	ortholog_one2one	SNORD29
ENSG00000100055	ENSMUSG00000018008	Cyth4	ortholog_one2one	CYTH4
ENSG00000252373	ENSMUSG00002075705	Gm55119	ortholog_one2many	RNU6-358P
ENSG00000251887	ENSMUSG00002075542	Gm54843	ortholog_one2one	RNU6-760P
ENSG00000203760	ENSMUSG00000075266	Cenpw	ortholog_one2one	CENPW
ENSG00000106400	ENSMUSG00000059518	Znhit1	ortholog_one2one	ZNHIT1
ENSG00000222743	ENSMUSG00000065722	Gm26166	ortholog_one2many	RNU6-1190P
ENSG00000206743	ENSMUSG00000119744	Gm23570	ortholog_one2one	RNU6-484P
ENSG00000201368	ENSMUSG00000080616	Gm22152	ortholog_one2one	U3
ENSG00000199552	ENSMUSG00002075396	Gm55296	ortholog_one2one	SNORA63
ENSG00000148803	ENSMUSG00000025466	Fuom	ortholog_one2one	FUOM
ENSG00000199361	ENSMUSG00002076815	Gm56282	ortholog_one2one	RNU1-150P
ENSG00000206606	ENSMUSG00002075474	Gm55983	ortholog_many2many	RNU6-1296P
ENSG00000206606	ENSMUSG00000064854	Gm24527	ortholog_many2many	RNU6-1296P
ENSG00000212561	ENSMUSG00000088928	Gm25898	ortholog_one2one	RNU6-381P
ENSG00000095981	ENSMUSG00000023387	Kcnk16	ortholog_one2one	KCNK16
ENSG00000198983	ENSMUSG00000065575	Mir449a	ortholog_one2one	MIR449A
ENSG00000253032	ENSMUSG00000087796	Gm25964	ortholog_one2many	RNU6-299P
ENSG00000253073	ENSMUSG00002076392	Gm55794	ortholog_one2many	RN7SKP295
ENSG00000253073	ENSMUSG00002075869	Gm55186	ortholog_one2many	RN7SKP295
ENSG00000253073	ENSMUSG00002076200	Gm54538	ortholog_one2many	RN7SKP295
ENSG00000253073	ENSMUSG00002076633	Gm54871	ortholog_one2many	RN7SKP295
ENSG00000238835	ENSMUSG00000088308	Gm24507	ortholog_one2one	SCARNA18
ENSG00000181323	ENSMUSG00000041165	Spem1	ortholog_one2one	SPEM1
ENSG00000251951	ENSMUSG00002074945	Gm54750	ortholog_one2many	RN7SKP34
ENSG00000207013	ENSMUSG00000119251	Gm22443	ortholog_one2many	RNU6-804P
ENSG00000206592	ENSMUSG00002076811	Gm55974	ortholog_many2many	
ENSG00000206592	ENSMUSG00002074951	Gm56076	ortholog_many2many	
ENSG00000207077	ENSMUSG00000075934	Gm24423	ortholog_many2many	RNU6-1119P
ENSG00000207077	ENSMUSG00000119310	Gm26240	ortholog_many2many	RNU6-1119P
ENSG00000207077	ENSMUSG00000118967	Gm23142	ortholog_many2many	RNU6-1119P
ENSG00000179091	ENSMUSG00000022551	Cyc1	ortholog_one2one	CYC1
ENSG00000184560	ENSMUSG00000044084	Spem2	ortholog_one2one	SPEM2
ENSG00000170265	ENSMUSG00000025821	Zfp282	ortholog_one2one	ZNF282
ENSG00000148288	ENSMUSG00000026829	Gbgt1	ortholog_one2one	GBGT1
ENSG00000206593	ENSMUSG00000118908	Gm22997	ortholog_one2one	RNU6-47P
ENSG00000253057	ENSMUSG00002076287	Gm56266	ortholog_one2many	RN7SKP57
ENSG00000253057	ENSMUSG00002076342	Gm55469	ortholog_one2many	RN7SKP57
ENSG00000127884	ENSMUSG00000025465	Echs1	ortholog_one2one	ECHS1
ENSG00000252881	ENSMUSG00000088380	Gm24686	ortholog_one2many	RNU6-334P
ENSG00000222598	ENSMUSG00000087878	Gm26105	ortholog_one2one	RNU2-49P
ENSG00000238363	ENSMUSG00002075766	Gm55482	ortholog_one2many	SNORA13
ENSG00000238363	ENSMUSG00000064600	Gm25636	ortholog_one2many	SNORA13
ENSG00000252185	ENSMUSG00002075768	Gm54826	ortholog_one2many	RNU6-752P
ENSG00000207177	ENSMUSG00000064596	Gm22298	ortholog_one2many	
ENSG00000283439	ENSMUSG00000109737	Spem3	ortholog_one2one	SPEM3
ENSG00000206786	ENSMUSG00000119082	Gm22264	ortholog_one2many	RNU6-701P
ENSG00000206786	ENSMUSG00000065315	Gm26064	ortholog_one2many	RNU6-701P
ENSG00000251975	ENSMUSG00000088149	Gm24716	ortholog_one2one	RNU6-718P
ENSG00000181284	ENSMUSG00000089876	Tmem102	ortholog_one2one	TMEM102
ENSG00000200756	ENSMUSG00000119654	Gm24796	ortholog_one2one	RNU6-236P
ENSG00000201423	ENSMUSG00002076203	Gm54696	ortholog_one2one	RN7SKP246
ENSG00000138463	ENSMUSG00000022848	Slc49a4	ortholog_one2one	SLC49A4
ENSG00000179526	ENSMUSG00000022552	Sharpin	ortholog_one2one	SHARPIN
ENSG00000161958	ENSMUSG00000042826	Fgf11	ortholog_one2one	FGF11
ENSG00000199047	ENSMUSG00002075787	Gm54396	ortholog_one2many	MIR378A
ENSG00000199047	ENSMUSG00000105200	Mir378a	ortholog_one2many	MIR378A
ENSG00000148832	ENSMUSG00000025464	Paox	ortholog_one2one	PAOX
ENSG00000201532	ENSMUSG00002075053	Gm55947	ortholog_one2one	RNA5SP194
ENSG00000206819	ENSMUSG00000064413	Gm22245	ortholog_one2one	RNU6-260P
ENSG00000177685	ENSMUSG00000048200	Cracr2b	ortholog_one2one	CRACR2B
ENSG00000206845	ENSMUSG00000064670	Gm22808	ortholog_one2many	RNU6-209P
ENSG00000206845	ENSMUSG00000088889	Gm24211	ortholog_one2many	RNU6-209P
ENSG00000206845	ENSMUSG00000077668	Gm26143	ortholog_one2many	RNU6-209P
ENSG00000127528	ENSMUSG00000055148	Klf2	ortholog_one2one	KLF2
ENSG00000164484	ENSMUSG00000049420	Tmem200a	ortholog_one2one	TMEM200A
ENSG00000198995	ENSMUSG00000065417	Mir340	ortholog_one2one	MIR340
ENSG00000206686	ENSMUSG00002074869	Gm55005	ortholog_one2many	RNU6-1036P
ENSG00000131183	ENSMUSG00000021490	Slc34a1	ortholog_one2one	SLC34A1
ENSG00000146966	ENSMUSG00000038456	Dennd2a	ortholog_one2one	DENND2A
ENSG00000175040	ENSMUSG00000033350	Chst2	ortholog_one2one	CHST2
ENSG00000065268	ENSMUSG00000035754	Wdr18	ortholog_one2one	WDR18
ENSG00000135597	ENSMUSG00000019854	Reps1	ortholog_one2one	REPS1
ENSG00000082684	ENSMUSG00000052133	Sema5b	ortholog_one2one	SEMA5B
ENSG00000170175	ENSMUSG00000041189	Chrnb1	ortholog_one2one	CHRNB1
ENSG00000179632	ENSMUSG00000022553	Maf1	ortholog_one2one	MAF1
ENSG00000145386	ENSMUSG00000027715	Ccna2	ortholog_one2one	CCNA2
ENSG00000166897	ENSMUSG00000043460	Elfn2	ortholog_one2one	ELFN2
ENSG00000177697	ENSMUSG00000025510	Cd151	ortholog_one2one	CD151
ENSG00000175164	ENSMUSG00000015787	Abo	ortholog_one2one	ABO
ENSG00000100060	ENSMUSG00000018169	Mfng	ortholog_one2one	MFNG
ENSG00000196570	ENSMUSG00000044444	Pfn3	ortholog_one2one	PFN3
ENSG00000138686	ENSMUSG00000037325	Bbs7	ortholog_one2one	BBS7
ENSG00000198055	ENSMUSG00000074886	Grk6	ortholog_one2one	GRK6
ENSG00000225830	ENSMUSG00000054051	Ercc6	ortholog_one2one	ERCC6
ENSG00000277858	ENSMUSG00000083616	H2ab3	ortholog_many2many	H2AB2
ENSG00000277858	ENSMUSG00000067441	H2ab1	ortholog_many2many	H2AB2
ENSG00000277858	ENSMUSG00000082482	H2ab2	ortholog_many2many	H2AB2
ENSG00000288709	ENSMUSG00000078317	F8a	ortholog_one2many	F8A2
ENSG00000183479	ENSMUSG00000031372	Trex2	ortholog_one2one	TREX2
ENSG00000198369	ENSMUSG00000045671	Spred2	ortholog_one2one	SPRED2
ENSG00000075413	ENSMUSG00000007411	Mark3	ortholog_one2one	MARK3
ENSG00000101782	ENSMUSG00000024404	Riok3	ortholog_one2one	RIOK3
ENSG00000100065	ENSMUSG00000033170	Card10	ortholog_one2one	CARD10
ENSG00000197024	ENSMUSG00000062519	Zfp398	ortholog_one2one	ZNF398
ENSG00000070748	ENSMUSG00000021919	Chat	ortholog_one2one	CHAT
ENSG00000167874	ENSMUSG00000045377	Tmem88	ortholog_one2one	TMEM88
ENSG00000197106	ENSMUSG00000027894	Slc6a17	ortholog_one2one	SLC6A17
ENSG00000162944	ENSMUSG00000025978	Rftn2	ortholog_one2one	RFTN2
ENSG00000182224	ENSMUSG00000044795	Cyb5d1	ortholog_one2one	CYB5D1
ENSG00000175556	ENSMUSG00000016239	Lonrf3	ortholog_one2one	LONRF3
ENSG00000235173	ENSMUSG00000022554	Hgh1	ortholog_one2one	HGH1
ENSG00000157703	ENSMUSG00000029830	Svopl	ortholog_one2one	SVOPL
ENSG00000203859	ENSMUSG00000095143	Hsd3b4	ortholog_many2many	HSD3B2
ENSG00000203859	ENSMUSG00000038092	Hsd3b5	ortholog_many2many	HSD3B2
ENSG00000203859	ENSMUSG00000090817	Hsd3b9	ortholog_many2many	HSD3B2
ENSG00000203859	ENSMUSG00000027869	Hsd3b6	ortholog_many2many	HSD3B2
ENSG00000203859	ENSMUSG00000095388	Hsd3b8	ortholog_many2many	HSD3B2
ENSG00000203859	ENSMUSG00000027871	Hsd3b1	ortholog_many2many	HSD3B2
ENSG00000203859	ENSMUSG00000063730	Hsd3b2	ortholog_many2many	HSD3B2
ENSG00000203859	ENSMUSG00000062410	Hsd3b3	ortholog_many2many	HSD3B2
ENSG00000252835	ENSMUSG00000087881	Gm22442	ortholog_one2one	SCARNA21
ENSG00000170043	ENSMUSG00000049299	Trappc1	ortholog_one2one	TRAPPC1
ENSG00000148296	ENSMUSG00000036160	Surf6	ortholog_one2one	SURF6
ENSG00000138741	ENSMUSG00000027716	Trpc3	ortholog_one2one	TRPC3
ENSG00000201451	ENSMUSG00000084711	Gm24629	ortholog_one2many	Y_RNA
ENSG00000164941	ENSMUSG00000040738	Ints8	ortholog_one2one	INTS8
ENSG00000148297	ENSMUSG00000015776	Med22	ortholog_one2one	MED22
ENSG00000185946	ENSMUSG00000027981	Rnpc3	ortholog_one2one	RNPC3
ENSG00000170037	ENSMUSG00000032782	Cntrob	ortholog_one2one	CNTROB
ENSG00000269058	ENSMUSG00000019732	Calr3	ortholog_one2one	CALR3
ENSG00000141452	ENSMUSG00000024410	Rmc1	ortholog_one2one	RMC1
ENSG00000175054	ENSMUSG00000032409	Atr	ortholog_one2one	ATR
ENSG00000205978	ENSMUSG00000075592	Nynrin	ortholog_one2one	NYNRIN
ENSG00000183709	ENSMUSG00000060747	Ifnl3	ortholog_many2many	IFNL2
ENSG00000183709	ENSMUSG00000059128	Ifnl2	ortholog_many2many	IFNL2
ENSG00000128585	ENSMUSG00000025609	Mkln1	ortholog_one2one	MKLN1
ENSG00000139899	ENSMUSG00000040380	Cbln3	ortholog_one2one	CBLN3
ENSG00000163083	ENSMUSG00000037035	Inhbb	ortholog_one2one	INHBB
ENSG00000184162	ENSMUSG00000071078	Nr2c2ap	ortholog_one2one	NR2C2AP
ENSG00000100441	ENSMUSG00000047153	Khnyn	ortholog_one2one	KHNYN
ENSG00000144320	ENSMUSG00000009207	Lnpk	ortholog_one2one	LNPK
ENSG00000177700	ENSMUSG00000038489	Polr2l	ortholog_one2one	POLR2L
ENSG00000162627	ENSMUSG00000028007	Snx7	ortholog_one2one	SNX7
ENSG00000128283	ENSMUSG00000049521	Cdc42ep1	ortholog_one2one	CDC42EP1
ENSG00000131188	ENSMUSG00000034686	Prr7	ortholog_one2one	PRR7
ENSG00000118564	ENSMUSG00000039753	Fbxl5	ortholog_one2one	FBXL5
ENSG00000148303	ENSMUSG00000062647	Rpl7a	ortholog_one2one	RPL7A
ENSG00000105227	ENSMUSG00000053198	Prx	ortholog_one2one	PRX
ENSG00000177830	ENSMUSG00000025512	Chid1	ortholog_one2one	CHID1
ENSG00000100079	ENSMUSG00000043501	Lgals2	ortholog_one2one	LGALS2
ENSG00000092009	ENSMUSG00000022225	Cma1	ortholog_one2one	CMA1
ENSG00000183258	ENSMUSG00000021494	Ddx41	ortholog_one2one	DDX41
ENSG00000138892	ENSMUSG00000022388	Ttll8	ortholog_one2one	TTLL8
ENSG00000162695	ENSMUSG00000054414	Slc30a7	ortholog_one2one	SLC30A7
ENSG00000128340	ENSMUSG00000033220	Rac2	ortholog_one2one	RAC2
ENSG00000226784	ENSMUSG00000011752	Pgam1	ortholog_one2many	PGAM4
ENSG00000141458	ENSMUSG00000024413	Npc1	ortholog_one2one	NPC1
ENSG00000187325	ENSMUSG00000047242	Taf9b	ortholog_one2one	TAF9B
ENSG00000100450	ENSMUSG00000040284	Gzmg	ortholog_one2many	GZMH
ENSG00000100450	ENSMUSG00000015443	Gzmn	ortholog_one2many	GZMH
ENSG00000100450	ENSMUSG00000022156	Gzme	ortholog_one2many	GZMH
ENSG00000100450	ENSMUSG00000059256	Gzmd	ortholog_one2many	GZMH
ENSG00000100450	ENSMUSG00000015441	Gzmf	ortholog_one2many	GZMH
ENSG00000182264	ENSMUSG00000064158	Izumo1	ortholog_one2one	IZUMO1
ENSG00000100448	ENSMUSG00000040314	Ctsg	ortholog_one2one	CTSG
ENSG00000158623	ENSMUSG00000025607	Copg2	ortholog_one2one	COPG2
ENSG00000206611	ENSMUSG00000065258	Gm23969	ortholog_one2one	SNORD24
ENSG00000200831	ENSMUSG00000064829	Gm22879	ortholog_one2one	SNORD36B
ENSG00000199744	ENSMUSG00000065295	Gm24134	ortholog_one2many	SNORD36A
ENSG00000148290	ENSMUSG00000015790	Surf1	ortholog_one2one	SURF1
ENSG00000187714	ENSMUSG00000100241	Slc18a3	ortholog_one2one	SLC18A3
ENSG00000265808	ENSMUSG00000027879	Sec22b	ortholog_one2one	SEC22B
ENSG00000198105	ENSMUSG00000030145	Zfp248	ortholog_one2one	ZNF248
ENSG00000021645	ENSMUSG00000066392	Nrxn3	ortholog_one2one	NRXN3
ENSG00000178662	ENSMUSG00000044647	Csrnp3	ortholog_one2one	CSRNP3
ENSG00000105550	ENSMUSG00000030827	Fgf21	ortholog_one2one	FGF21
ENSG00000134247	ENSMUSG00000027864	Ptgfrn	ortholog_one2one	PTGFRN
ENSG00000132518	ENSMUSG00000020890	Gucy2e	ortholog_one2one	GUCY2D
ENSG00000105552	ENSMUSG00000030826	Bcat2	ortholog_one2one	BCAT2
ENSG00000162664	ENSMUSG00000029290	Zfp326	ortholog_one2one	ZNF326
ENSG00000148291	ENSMUSG00000014873	Surf2	ortholog_one2one	SURF2
ENSG00000100342	ENSMUSG00000056656	Apol8	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000091650	Apol11a	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000068246	Apol9b	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000050014	Apol10b	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000010601	Apol7a	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000068252	Apol7b	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000044309	Apol7c	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000050982	Apol10a	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000057346	Apol9a	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000071716	Apol7e	ortholog_many2many	APOL1
ENSG00000100342	ENSMUSG00000091694	Apol11b	ortholog_many2many	APOL1
ENSG00000179593	ENSMUSG00000020891	Alox8	ortholog_one2one	ALOX15B
ENSG00000202304	ENSMUSG00000119780	Gm26062	ortholog_one2many	RNU6-1130P
ENSG00000102078	ENSMUSG00000031105	Slc25a14	ortholog_one2one	SLC25A14
ENSG00000154065	ENSMUSG00000057766	Ankrd29	ortholog_one2one	ANKRD29
ENSG00000144355	ENSMUSG00000041911	Dlx1	ortholog_one2one	DLX1
ENSG00000148248	ENSMUSG00000014867	Surf4	ortholog_one2one	SURF4
ENSG00000207089	ENSMUSG00000064928	Gm22045	ortholog_one2one	RNU6-921P
ENSG00000266412	ENSMUSG00000056234	Ncoa4	ortholog_one2one	NCOA4
ENSG00000139990	ENSMUSG00000049106	Dcaf5	ortholog_one2one	DCAF5
ENSG00000134253	ENSMUSG00000033233	Trim45	ortholog_one2one	TRIM45
ENSG00000141646	ENSMUSG00000024515	Smad4	ortholog_one2one	SMAD4
ENSG00000144331	ENSMUSG00000027016	Zfp385b	ortholog_one2one	ZNF385B
ENSG00000189320	ENSMUSG00000047420	Fam180a	ortholog_one2one	FAM180A
ENSG00000164938	ENSMUSG00000028211	Trp53inp1	ortholog_one2one	TP53INP1
ENSG00000175077	ENSMUSG00000033383	Rtp1	ortholog_one2one	RTP1
ENSG00000106018	ENSMUSG00000011171	Vipr2	ortholog_one2one	VIPR2
ENSG00000183508	ENSMUSG00000044468	Tent5c	ortholog_one2one	TENT5C
ENSG00000113716	ENSMUSG00000024622	Hmgxb3	ortholog_one2one	HMGXB3
ENSG00000175073	ENSMUSG00000045210	Vcpip1	ortholog_one2one	VCPIP1
ENSG00000182035	ENSMUSG00000044405	Adig	ortholog_one2one	ADIG
ENSG00000179477	ENSMUSG00000032807	Alox12b	ortholog_one2one	ALOX12B
ENSG00000185340	ENSMUSG00000034201	Gas2l1	ortholog_one2one	GAS2L1
ENSG00000169359	ENSMUSG00000027822	Slc33a1	ortholog_one2one	SLC33A1
ENSG00000019186	ENSMUSG00000038567	Cyp24a1	ortholog_one2one	CYP24A1
ENSG00000198765	ENSMUSG00000027855	Sycp1	ortholog_one2one	SYCP1
ENSG00000144118	ENSMUSG00000004451	Ralb	ortholog_one2one	RALB
ENSG00000103067	ENSMUSG00000084128	Esrp2	ortholog_one2one	ESRP2
ENSG00000182578	ENSMUSG00000024621	Csf1r	ortholog_one2one	CSF1R
ENSG00000109743	ENSMUSG00000029082	Bst1	ortholog_one2one	BST1
ENSG00000198870	ENSMUSG00000049897	Stkld1	ortholog_one2one	STKLD1
ENSG00000104205	ENSMUSG00000025915	Sgk3	ortholog_one2one	SGK3
ENSG00000179111	ENSMUSG00000023781	Hes7	ortholog_one2one	HES7
ENSG00000148300	ENSMUSG00000052406	Rexo4	ortholog_one2one	REXO4
ENSG00000206199	ENSMUSG00000074591	Ankub1	ortholog_one2one	ANKUB1
ENSG00000165606	ENSMUSG00000041730	Drgx	ortholog_one2one	DRGX
ENSG00000166562	ENSMUSG00000024516	Sec11c	ortholog_one2one	SEC11C
ENSG00000253626	ENSMUSG00000078812	Eif5a	ortholog_one2many	EIF5AL1
ENSG00000188816	ENSMUSG00000050100	Hmx2	ortholog_one2one	HMX2
ENSG00000227345	ENSMUSG00000021911	Parg	ortholog_one2one	PARG
ENSG00000179094	ENSMUSG00000020893	Per1	ortholog_one2one	PER1
ENSG00000092140	ENSMUSG00000035293	G2e3	ortholog_one2one	G2E3
ENSG00000169903	ENSMUSG00000027801	Tm4sf4	ortholog_one2one	TM4SF4
ENSG00000120457	ENSMUSG00000032034	Kcnj5	ortholog_one2one	KCNJ5
ENSG00000275877	ENSMUSG00002075795	Gm54867	ortholog_one2many	5_8S_rRNA
ENSG00000064787	ENSMUSG00000013523	Bcas1	ortholog_one2one	BCAS1
ENSG00000112584	ENSMUSG00000014763	Fam120b	ortholog_one2one	FAM120B
ENSG00000103066	ENSMUSG00000031903	Pla2g15	ortholog_one2one	PLA2G15
ENSG00000274600	ENSMUSG00000071636	Rimbp3	ortholog_one2many	RIMBP3B
ENSG00000121853	ENSMUSG00000051136	Ghsr	ortholog_one2one	GHSR
ENSG00000196588	ENSMUSG00000042292	Mrtfa	ortholog_one2one	MRTFA
ENSG00000149308	ENSMUSG00000033054	Npat	ortholog_one2one	NPAT
ENSG00000215018	ENSMUSG00000068794	Col28a1	ortholog_one2one	COL28A1
ENSG00000143398	ENSMUSG00000028126	Pip5k1a	ortholog_one2one	PIP5K1A
ENSG00000174948	ENSMUSG00000043441	Gpr149	ortholog_one2one	GPR149
ENSG00000160325	ENSMUSG00000015488	Cacfd1	ortholog_one2one	CACFD1
ENSG00000188042	ENSMUSG00000049866	Arl4c	ortholog_one2one	ARL4C
ENSG00000087076	ENSMUSG00000030825	Hsd17b14	ortholog_one2one	HSD17B14
ENSG00000163659	ENSMUSG00000034640	Tiparp	ortholog_one2one	TIPARP
ENSG00000135632	ENSMUSG00000033706	Smyd5	ortholog_one2one	SMYD5
ENSG00000136014	ENSMUSG00000020020	Usp44	ortholog_one2one	USP44
ENSG00000177283	ENSMUSG00000036904	Fzd8	ortholog_one2one	FZD8
ENSG00000113721	ENSMUSG00000024620	Pdgfrb	ortholog_one2one	PDGFRB
ENSG00000151923	ENSMUSG00000030846	Tial1	ortholog_one2one	TIAL1
ENSG00000109193	ENSMUSG00000029272	Sult1e1	ortholog_one2one	SULT1E1
ENSG00000103064	ENSMUSG00000031904	Slc7a6	ortholog_one2one	SLC7A6
ENSG00000104808	ENSMUSG00000011382	Dhdh	ortholog_one2one	DHDH
ENSG00000160326	ENSMUSG00000036067	Slc2a6	ortholog_one2one	SLC2A6
ENSG00000096060	ENSMUSG00000024222	Fkbp5	ortholog_one2one	FKBP5
ENSG00000088992	ENSMUSG00000055826	Tescl	ortholog_one2one	TESC
ENSG00000166323	ENSMUSG00000005131	4930550C14Rik	ortholog_one2one	C11orf65
ENSG00000199023	ENSMUSG00000065593	Mir339	ortholog_one2one	MIR339
ENSG00000087086	ENSMUSG00000050708	Ftl1	ortholog_one2many	FTL
ENSG00000087086	ENSMUSG00000062382	Ftl1-ps1	ortholog_one2many	FTL
ENSG00000147262	ENSMUSG00000051209	Gpr119	ortholog_one2one	GPR119
ENSG00000195024	ENSMUSG00002076893	Gm56267	ortholog_one2one	RNU1-15P
ENSG00000102174	ENSMUSG00000057457	Phex	ortholog_one2one	PHEX
ENSG00000206877	ENSMUSG00000119168	Gm23412	ortholog_one2one	RNU6-1103P
ENSG00000202431	ENSMUSG00000065667	Gm22576	ortholog_one2one	RNU6-438P
ENSG00000222869	ENSMUSG00002076047	Gm55365	ortholog_one2many	RNU6-565P
ENSG00000126545	ENSMUSG00000070702	Csn1s1	ortholog_one2one	CSN1S1
ENSG00000223258	ENSMUSG00000088706	Gm25552	ortholog_one2many	RNU6-575P
ENSG00000206838	ENSMUSG00000064495	Gm24313	ortholog_one2one	SNORA5A
ENSG00000201772	ENSMUSG00000065686	Snora5c	ortholog_one2one	SNORA5C
ENSG00000135960	ENSMUSG00000003227	Edar	ortholog_one2one	EDAR
ENSG00000277184	ENSMUSG00000064513	Snora9	ortholog_one2one	SNORA9
ENSG00000222154	ENSMUSG00002076501	Gm55242	ortholog_one2many	RN7SKP218
ENSG00000222154	ENSMUSG00002076496	Gm56160	ortholog_one2many	RN7SKP218
ENSG00000146151	ENSMUSG00000007908	Hmgcll1	ortholog_one2one	HMGCLL1
ENSG00000206603	ENSMUSG00000065304	Gm23245	ortholog_one2many	SNORA22B
ENSG00000207168	ENSMUSG00000093413	Snora15	ortholog_one2many	SNORA15
ENSG00000202296	ENSMUSG00000087938	Gm26049	ortholog_one2many	RNU6-1335P
ENSG00000199231	ENSMUSG00000077394	Gm24339	ortholog_one2many	
ENSG00000206634	ENSMUSG00000065304	Gm23245	ortholog_one2many	SNORA22
ENSG00000206785	ENSMUSG00000093413	Snora15	ortholog_one2many	SNORA15B-2
ENSG00000252423	ENSMUSG00002075923	Gm56474	ortholog_one2one	RNU6-229P
ENSG00000122965	ENSMUSG00000029594	Rbm19	ortholog_one2one	RBM19
ENSG00000206818	ENSMUSG00000118872	Gm22458	ortholog_one2one	RNU6-849P
ENSG00000092108	ENSMUSG00000020952	Scfd1	ortholog_one2one	SCFD1
ENSG00000207045	ENSMUSG00000088760	Gm24393	ortholog_one2one	RNU6-532P
ENSG00000207115	ENSMUSG00002076678	Gm24611	ortholog_one2many	RNU6-364P
ENSG00000158258	ENSMUSG00000032452	Clstn2	ortholog_one2one	CLSTN2
ENSG00000207094	ENSMUSG00002076924	Gm56109	ortholog_one2many	
ENSG00000252023	ENSMUSG00000089422	Gm26008	ortholog_one2many	RNU6-581P
ENSG00000252023	ENSMUSG00000065591	Gm22753	ortholog_one2many	RNU6-581P
ENSG00000252023	ENSMUSG00000077431	Gm22591	ortholog_one2many	RNU6-581P
ENSG00000252704	ENSMUSG00002076547	Gm54708	ortholog_one2many	RN7SKP277
ENSG00000252704	ENSMUSG00002076908	Gm55411	ortholog_one2many	RN7SKP277
ENSG00000213167	ENSMUSG00002076252	Gm56405	ortholog_many2many	Metazoa_SRP
