Gene stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000288427	Q9BQT9	CLSTN3
ENSG00000164066	Q9ULD6	INTU
ENSG00000122390	Q9H7X0	NAA60
ENSG00000196705	Q8TF32	ZNF431
ENSG00000166411		IDH3A
ENSG00000164209	Q96AG3	SLC25A46
ENSG00000118922	Q9Y4X4	KLF12
ENSG00000188938	Q5T036	FAM120AOS
ENSG00000269307		
ENSG00000288217		PEX5
ENSG00000102032	P51606	RENBP
ENSG00000288217	P50542	PEX5
ENSG00000102032		RENBP
ENSG00000215193	Q7Z412	PEX26
ENSG00000280830		ADI1
ENSG00000274891		TRAPPC12
ENSG00000108848	O95232	LUC7L3
ENSG00000197360	A6NK75	ZNF98
ENSG00000111880	O60942	RNGTT
ENSG00000099937	P05546	SERPIND1
ENSG00000197360		ZNF98
ENSG00000056558	Q13077	TRAF1
ENSG00000077616	Q9Y3Q0	NAALAD2
ENSG00000182141	P17019	ZNF708
ENSG00000182141		ZNF708
ENSG00000133101	P78396	CCNA1
ENSG00000099940	O95721	SNAP29
ENSG00000172534		HCFC1
ENSG00000036054	Q9NUY8	TBC1D23
ENSG00000099940		SNAP29
ENSG00000113368		LMNB1
ENSG00000215131		C16orf90
ENSG00000215131	A8MZG2	C16orf90
ENSG00000108848		LUC7L3
ENSG00000276582		ABCB11
ENSG00000136897	Q8N5N7	MRPL50
ENSG00000099942	P46109	CRKL
ENSG00000278373	Q9NQR9	G6PC2
ENSG00000060656	Q92729	PTPRU
ENSG00000278373		G6PC2
ENSG00000198033	P0DPH7	TUBA3C
ENSG00000277909	Q9HBM1	SPC25
ENSG00000277909		SPC25
ENSG00000196975		ANXA4
ENSG00000165152	Q9BRR3	PGAP4
ENSG00000113368	P20700	LMNB1
ENSG00000275326		NOSTRIN
ENSG00000183850		ZNF730
ENSG00000183850	Q6ZMV8	ZNF730
ENSG00000103351		CLUAP1
ENSG00000123178	Q5W111	SPRYD7
ENSG00000196975	P09525	ANXA4
ENSG00000151470	Q8N1A6	C4orf33
ENSG00000137675	Q9H306	MMP27
ENSG00000166411	P50213	IDH3A
ENSG00000151470		C4orf33
ENSG00000187664	Q86UW8	HAPLN4
ENSG00000184436	Q9BT49	THAP7
ENSG00000154174	O94826	TOMM70
ENSG00000153233	Q15256	PTPRR
ENSG00000172534	P51610	HCFC1
ENSG00000263150		OR8J2
ENSG00000262851	Q8NGG2	OR5T2
ENSG00000261897	Q8NGG3	OR5T3
ENSG00000262784	Q8NG75	OR5T1
ENSG00000124596		OARD1
ENSG00000262611	Q8NGG4	OR8H1
ENSG00000262611		OR8H1
ENSG00000262755	Q8NH51	OR8K3
ENSG00000159182	Q96KF2	PRAC1
ENSG00000263328	Q8NGG5	OR8K1
ENSG00000269067	P0DKX0	ZNF728
ENSG00000262796	Q8NGP2	OR8J1
ENSG00000262315		OR8U8
ENSG00000269067		ZNF728
ENSG00000281038	P0C7N5	OR8U9
ENSG00000177854	Q14656	TMEM187
ENSG00000177854		TMEM187
ENSG00000126953		TIMM8A
ENSG00000145358	Q96D03	DDIT4L
ENSG00000145358		DDIT4L
ENSG00000126953	O60220	TIMM8A
ENSG00000155827	Q5VTR2	RNF20
ENSG00000155827		RNF20
ENSG00000100207	Q9UGU0	TCF20
ENSG00000283201		ZNF724
ENSG00000241343		RPL36A
ENSG00000163867	O95789	ZMYM6
ENSG00000100207		TCF20
ENSG00000163867		ZMYM6
ENSG00000188386	Q96LZ3	PPP3R2
ENSG00000165895		ARHGAP42
ENSG00000188386		PPP3R2
ENSG00000124198	Q9Y6D5	ARFGEF2
ENSG00000108349	O15234	CASC3
ENSG00000241343	P83881	RPL36A
ENSG00000153233		PTPRR
ENSG00000136881		BAAT
ENSG00000136098		NEK3
ENSG00000124198		ARFGEF2
ENSG00000121297	Q63HK5	TSHZ3
ENSG00000136881	Q14032	BAAT
ENSG00000108349		CASC3
ENSG00000165895	A6NI28	ARHGAP42
ENSG00000121297		TSHZ3
ENSG00000136098	P51956	NEK3
ENSG00000189280	O95377	GJB5
ENSG00000281078		IGKV1D-8
ENSG00000275777	A0A0C4DH55	IGKV3D-7
ENSG00000257529		RPL36A-HNRNPH2
ENSG00000281759		
ENSG00000124098	Q96KR6	FAM210B
ENSG00000124098		FAM210B
ENSG00000120159	Q9H8G2	CAAP1
ENSG00000120159		CAAP1
ENSG00000100823	P27695	APEX1
ENSG00000100823		APEX1
ENSG00000126945	P55795	HNRNPH2
ENSG00000143951		WDPCP
ENSG00000155229	Q96T76	MMS19
ENSG00000126249	Q9BRP1	PDCD2L
ENSG00000103351	Q96AJ1	CLUAP1
ENSG00000149289	Q9C0D7	ZC3H12C
ENSG00000126249		PDCD2L
ENSG00000092470		WDR76
ENSG00000149289		ZC3H12C
ENSG00000151466		SCLT1
ENSG00000126368	P20393	NR1D1
ENSG00000134698	Q9HCK5	AGO4
ENSG00000092470	Q9H967	WDR76
ENSG00000151466	Q96NL6	SCLT1
ENSG00000132881	Q9BU20	CPLANE2
ENSG00000132881		CPLANE2
ENSG00000273274	Q8NAP8	ZBTB8B
ENSG00000262919	Q8N1B3	CCNQ
ENSG00000262919		CCNQ
ENSG00000100336	Q9BPW4	APOL4
ENSG00000100336		APOL4
ENSG00000124302		CHST8
ENSG00000124302	Q9H2A9	CHST8
ENSG00000118939	P15374	UCHL3
ENSG00000156787	Q96DN5	TBC1D31
ENSG00000118939		UCHL3
ENSG00000124596	Q9Y530	OARD1
ENSG00000250878		METTL21EP
ENSG00000259060		
ENSG00000268696	P0DPD5	ZNF723
ENSG00000137055	Q9Y263	PLAA
ENSG00000137055		PLAA
ENSG00000019991	P14210	HGF
ENSG00000179399	P78333	GPC5
ENSG00000179399		GPC5
ENSG00000138769	Q92772	CDKL2
ENSG00000134986		NREP
ENSG00000138769		CDKL2
ENSG00000181803	Q8NH40	OR6S1
ENSG00000184434	Q9H756	LRRC19
ENSG00000143951	O95876	WDPCP
ENSG00000276126		GAL3ST2
ENSG00000258818	P34096	RNASE4
ENSG00000277926	Q8WWR8	NEU4
ENSG00000277926		NEU4
ENSG00000167984	Q7RTR2	NLRC3
ENSG00000019991		HGF
ENSG00000259171		
ENSG00000276734		KIF5C
ENSG00000167984		NLRC3
ENSG00000009709	P23759	PAX7
ENSG00000108651	Q9NYH9	UTP6
ENSG00000146378	Q9P1P5	TAAR2
ENSG00000108651		UTP6
ENSG00000120160	Q9NQ60	EQTN
ENSG00000181562	Q14507	EDDM3A
ENSG00000123545	Q9P032	NDUFAF4
ENSG00000277949		RTP5
ENSG00000277949	Q14D33	RTP5
ENSG00000099954		CECR2
ENSG00000276977	Q15116	PDCD1
ENSG00000276977		PDCD1
ENSG00000099954	Q9BXF3	CECR2
ENSG00000130821	P48029	SLC6A8
ENSG00000181552	P56851	EDDM3B
ENSG00000189007	Q7Z6V5	ADAT2
ENSG00000169413	Q93091	RNASE6
ENSG00000278780		ZNF430
ENSG00000136936		XPA
ENSG00000130821		SLC6A8
ENSG00000180233	Q8NHG8	ZNRF2
ENSG00000134986	Q16612	NREP
ENSG00000136936	P23025	XPA
ENSG00000129538	P07998	RNASE1
ENSG00000278091		ZNF85
ENSG00000132429	Q9HBV1	POPDC3
ENSG00000278091	Q03923	ZNF85
ENSG00000132429		POPDC3
ENSG00000156970	O60566	BUB1B
ENSG00000169946	Q8WW38	ZFPM2
ENSG00000129538		RNASE1
ENSG00000156970		BUB1B
ENSG00000275050		ZNF66
ENSG00000112195	Q5T2D2	TREML2
ENSG00000126602		TRAP1
ENSG00000169946		ZFPM2
ENSG00000131480	O75106	AOC2
ENSG00000147164		SNX12
ENSG00000169385	P10153	RNASE2
ENSG00000115944		COX7A2L
ENSG00000111817		DSE
ENSG00000138639	Q8N264	ARHGAP24
ENSG00000147164	Q9UMY4	SNX12
ENSG00000263715		LINC02210-CRHR1
ENSG00000138639		ARHGAP24
ENSG00000115944	O14548	COX7A2L
ENSG00000130940	Q86V15	CASZ1
ENSG00000165794	Q9NP94	SLC39A2
ENSG00000130940		CASZ1
ENSG00000234545	Q5BKY9	FAM133B
ENSG00000173991	O15273	TCAP
ENSG00000173991		TCAP
ENSG00000234545		FAM133B
ENSG00000172819	P13631	RARG
ENSG00000233917		POTEB
ENSG00000111817	Q9UL01	DSE
ENSG00000163879	O14645	DNALI1
ENSG00000184481	P98177	FOXO4
ENSG00000154945	Q6AI12	ANKRD40
ENSG00000163879		DNALI1
ENSG00000233917	A0A0A6YYL3	POTEB
ENSG00000154945		ANKRD40
ENSG00000204165	A6NEN9	CXorf65
ENSG00000204165		CXorf65
ENSG00000179636	P59282	TPPP2
ENSG00000285171		
ENSG00000179636		TPPP2
ENSG00000145839	P15248	IL9
ENSG00000169902	O60507	TPST1
ENSG00000169902		TPST1
ENSG00000116954	Q9HB90	RRAGC
ENSG00000164494	Q86YH6	PDSS2
ENSG00000196865	Q8NBF2	NHLRC2
ENSG00000206150	Q5GAN3	RNASE13
ENSG00000164494		PDSS2
ENSG00000165799	Q9H1E1	RNASE7
ENSG00000172819		RARG
ENSG00000169562	P08034	GJB1
ENSG00000170370	Q04743	EMX2
ENSG00000173431	Q8TDE3	RNASE8
ENSG00000170370		EMX2
ENSG00000215712	Q9NWH2	TMEM242
ENSG00000215712		TMEM242
ENSG00000279552		ZNF729
ENSG00000285733		
ENSG00000276219	Q8N7Q3	ZNF676
ENSG00000276219		ZNF676
ENSG00000108798	Q9P2A4	ABI3
ENSG00000108798		ABI3
ENSG00000138468	Q9BQF6	SENP7
ENSG00000132840	Q9H2M3	BHMT2
ENSG00000165801		ARHGEF40
ENSG00000182010		RTKN2
ENSG00000165556	Q99626	CDX2
ENSG00000173714		WFIKKN2
ENSG00000132840		BHMT2
ENSG00000183463	A6NGE7	URAD
ENSG00000173714	Q8TEU8	WFIKKN2
ENSG00000131263	Q9NVW2	RLIM
ENSG00000182010	Q8IZC4	RTKN2
ENSG00000138468		SENP7
ENSG00000163873	Q13003	GRIK3
ENSG00000090382	P61626	LYZ
ENSG00000090382		LYZ
ENSG00000117215	Q9UNK4	PLA2G2D
ENSG00000159202	Q9H832	UBE2Z
ENSG00000050030	Q5QGS0	NEXMIF
ENSG00000159202		UBE2Z
ENSG00000050030		NEXMIF
ENSG00000164176	O43854	EDIL3
ENSG00000189037	Q9H596	DUSP21
ENSG00000205863	B2RNN3	C1QTNF9B
ENSG00000205863		C1QTNF9B
ENSG00000169439	P34741	SDC2
ENSG00000044012	Q16661	GUCA2B
ENSG00000288716		
ENSG00000169439		SDC2
ENSG00000147113	Q9H7Y0	DIPK2B
ENSG00000164902	Q9H814	PHAX
ENSG00000183978		COA3
ENSG00000183978	Q9Y2R0	COA3
ENSG00000197430	Q96PE5	OPALIN
ENSG00000177453	Q8IY84	NIM1K
ENSG00000057663		ATG5
ENSG00000067798		NAV3
ENSG00000147224		PRPS1
ENSG00000167083		GNGT2
ENSG00000144040	Q8TD22	SFXN5
ENSG00000197430		OPALIN
ENSG00000167083	O14610	GNGT2
ENSG00000184220	Q9BQ75	CMSS1
ENSG00000179051	Q9P258	RCC2
ENSG00000144040		SFXN5
ENSG00000292058		NDUFA11
ENSG00000184220		CMSS1
ENSG00000147224	P60891	PRPS1
ENSG00000292060		
ENSG00000292061		VMAC
ENSG00000292063		FUT3
ENSG00000058729	Q9BVS4	RIOK2
ENSG00000058729		RIOK2
ENSG00000138640	O94988	FAM13A
ENSG00000057663	Q9H1Y0	ATG5
ENSG00000183773	Q96NN9	AIFM3
ENSG00000183773		AIFM3
ENSG00000130385	O95972	BMP15
ENSG00000165802	Q6X4W1	NSMF
ENSG00000126067	P49721	PSMB2
ENSG00000108846		ABCC3
ENSG00000065621	Q9H4Y5	GSTO2
ENSG00000126067		PSMB2
ENSG00000274944		
ENSG00000114021	Q9NQR4	NIT2
ENSG00000275113	Q4V326	GAGE2E
ENSG00000236737		GAGE12B
ENSG00000075292		ZNF638
ENSG00000070669	P08243	ASNS
ENSG00000165802		NSMF
ENSG00000070669		ASNS
ENSG00000261846		AADACL2
ENSG00000261846	Q6P093	AADACL2
ENSG00000165801	Q8TER5	ARHGEF40
ENSG00000114021		NIT2
ENSG00000068985	O75459	PAGE1
ENSG00000283510	Q53TQ3	INO80D
ENSG00000170549	P78414	IRX1
ENSG00000283510		INO80D
ENSG00000184838	Q569H4	PRR16
ENSG00000283447	P28331	NDUFS1
ENSG00000126602	Q12931	TRAP1
ENSG00000283447		NDUFS1
ENSG00000184838		PRR16
ENSG00000101951	O60829	PAGE4
ENSG00000283391	P24534	EEF1B2
ENSG00000283391		EEF1B2
ENSG00000112378	Q96FX8	PERP
ENSG00000283448		CMKLR2
ENSG00000283448	P46091	CMKLR2
ENSG00000087586	O14965	AURKA
ENSG00000242265	Q86TG7	PEG10
ENSG00000205038	Q86WI1	PKHD1L1
ENSG00000138640		FAM13A
ENSG00000111962	Q9Y2C2	UST
ENSG00000283649	Q9HCK1	ZDBF2
ENSG00000131019	Q9BZM4	ULBP3
ENSG00000205038		PKHD1L1
ENSG00000283649		ZDBF2
ENSG00000242265		PEG10
ENSG00000083307		GRHL2
ENSG00000145826		LECT2
ENSG00000165804	Q9P2Y4	ZNF219
ENSG00000145826	O14960	LECT2
ENSG00000165804		ZNF219
ENSG00000100258	Q9BU23	LMF2
ENSG00000054118	Q9Y2W1	THRAP3
ENSG00000147274	P38159	RBMX
ENSG00000185739		SRL
ENSG00000054118		THRAP3
ENSG00000148814	Q9C0I9	LRRC27
ENSG00000087586		AURKA
ENSG00000051620		HEBP2
ENSG00000254553		
ENSG00000147274		RBMX
ENSG00000169327		OR5AU1
ENSG00000075292	Q14966	ZNF638
ENSG00000051620	Q9Y5Z4	HEBP2
ENSG00000169327	Q8NGC0	OR5AU1
ENSG00000173611	Q8N9R8	SCAI
ENSG00000185739	Q86TD4	SRL
ENSG00000173611		SCAI
ENSG00000276747	Q6TGC4	PADI6
ENSG00000281486		SNTG2
ENSG00000135249	Q6NUQ1	RINT1
ENSG00000275544	Q02338	BDH1
ENSG00000131016	Q02952	AKAP12
ENSG00000275544		BDH1
ENSG00000159339		PADI4
ENSG00000083307	Q6ISB3	GRHL2
ENSG00000135249		RINT1
ENSG00000113361		CDH6
ENSG00000070190		DAPP1
ENSG00000155918	Q5VY80	RAET1L
ENSG00000070190	Q9UN19	DAPP1
ENSG00000113361	P55285	CDH6
ENSG00000171813	Q6NUJ5	PWWP2B
ENSG00000138650	Q9P2E7	PCDH10
ENSG00000165370	Q96P66	GPR101
ENSG00000158106	Q8TCX5	RHPN1
ENSG00000159339	Q9UM07	PADI4
ENSG00000090447	Q01664	TFAP4
ENSG00000172465	Q15170	TCEAL1
ENSG00000090447		TFAP4
ENSG00000281763		DHX36
ENSG00000277101	Q96DR7	ARHGEF26
ENSG00000101138		CSTF1
ENSG00000126603	Q9BZE0	GLIS2
ENSG00000158315	Q9NX52	RHBDL2
ENSG00000262826	Q68E01	INTS3
ENSG00000262826		INTS3
ENSG00000186973		CFAP144
ENSG00000101138	Q05048	CSTF1
ENSG00000092201	Q9Y5B9	SUPT16H
ENSG00000123562	Q15014	MORF4L2
ENSG00000186973	A6NL82	CFAP144
ENSG00000261992	Q8WXI9	GATAD2B
ENSG00000092201		SUPT16H
ENSG00000108846	O15438	ABCC3
ENSG00000059915	A5PKW4	PSD
ENSG00000067798	Q8IVL0	NAV3
ENSG00000263163		SLC27A3
ENSG00000263163	Q5K4L6	SLC27A3
ENSG00000269823		
ENSG00000214274	P03950	ANG
ENSG00000152413	Q86YM7	HOMER1
ENSG00000161249	Q6E0U4	DMKN
ENSG00000123562		MORF4L2
ENSG00000059915		PSD
ENSG00000292149		TCF7L1
ENSG00000292253		TGOLN2
ENSG00000147592	Q53H82	LACTB2
ENSG00000166166	Q96FX7	TRMT61A
ENSG00000166166		TRMT61A
ENSG00000287542		HERC3
ENSG00000292155		RETSAT
ENSG00000152413		HOMER1
ENSG00000175782		SLC35E3
ENSG00000179363	Q5JXX7	TMEM31
ENSG00000217930		PAM16
ENSG00000269743	Q5H9E4	SLC25A53
ENSG00000256500		
ENSG00000107874	Q9H467	CUEDC2
ENSG00000120055		C10orf95
ENSG00000102007	Q04941	PLP2
ENSG00000175782	Q7Z769	SLC35E3
ENSG00000086991	Q9NPH5	NOX4
ENSG00000154529		CNTNAP3B
ENSG00000166211	Q8N5J4	SPIC
ENSG00000217930	Q9Y3D7	PAM16
ENSG00000138111	Q14CX5	MFSD13A
ENSG00000138111		MFSD13A
ENSG00000154529	Q96NU0	CNTNAP3B
ENSG00000025770	Q6IBW4	NCAPH2
ENSG00000170153	Q9ULK6	RNF150
ENSG00000025770		NCAPH2
ENSG00000170153		RNF150
ENSG00000067167		TRAM1
ENSG00000114423	Q13191	CBLB
ENSG00000012211	O43900	PRICKLE3
ENSG00000138107		ACTR1A
ENSG00000012211		PRICKLE3
ENSG00000114423		CBLB
ENSG00000067167	Q15629	TRAM1
ENSG00000185958		FAM186A
ENSG00000086991		NOX4
ENSG00000138107	P61163	ACTR1A
ENSG00000185958	A6NE01	FAM186A
ENSG00000281216		KIF26B
ENSG00000284194	O43819	SCO2
ENSG00000167656	Q14210	LY6D
ENSG00000112742	P33981	TTK
ENSG00000103426		CORO7-PAM16
ENSG00000284194		SCO2
ENSG00000022277		RTF2
ENSG00000161249		DMKN
ENSG00000285635		
ENSG00000022277	Q9BY42	RTF2
ENSG00000112742		TTK
ENSG00000279643		TAMM41
ENSG00000126215	O43542	XRCC3
ENSG00000025708		TYMP
ENSG00000180318	Q15699	ALX1
ENSG00000206535	A1A4G5	LNP1
ENSG00000282035		
ENSG00000206535		LNP1
ENSG00000112992		NNT
ENSG00000197651	Q8TC90	CCER1
ENSG00000122861		PLAU
ENSG00000197651		CCER1
ENSG00000124103	Q5JX71	FAM209A
ENSG00000258064		
ENSG00000173156	O00212	RHOD
ENSG00000213714	Q5JX69	FAM209B
ENSG00000112306	P25398	RPS12
ENSG00000173156		RHOD
ENSG00000167768	P04264	KRT1
ENSG00000109445	Q9Y3S2	ZNF330
ENSG00000164411	Q6PEY0	GJB7
ENSG00000164411		GJB7
ENSG00000109445		ZNF330
ENSG00000171310		CHST11
ENSG00000171310	Q9NPF2	CHST11
ENSG00000179331	Q14964	RAB39A
ENSG00000087589	Q9NQ75	CASS4
ENSG00000284057		
ENSG00000126215		XRCC3
ENSG00000146463	Q5VZL5	ZMYM4
ENSG00000122861	P00749	PLAU
ENSG00000146463		ZMYM4
ENSG00000087589		CASS4
ENSG00000154678	Q14123	PDE1C
ENSG00000138641		HERC3
ENSG00000140396	Q15596	NCOA2
ENSG00000137872	Q8NFY4	SEMA6D
ENSG00000140396		NCOA2
ENSG00000137872		SEMA6D
ENSG00000273822		MUC4
ENSG00000154678		PDE1C
ENSG00000271741		
ENSG00000275052	Q5MIZ7	PPP4R3B
ENSG00000142686	Q8TAB5	C1orf216
ENSG00000117148	Q9H568	ACTL8
ENSG00000042832		TG
ENSG00000148677	Q15327	ANKRD1
ENSG00000138641	Q15034	HERC3
ENSG00000153721	Q6P9H4	CNKSR3
ENSG00000101247		NDUFAF5
ENSG00000274843		MUC20
ENSG00000101247	Q5TEU4	NDUFAF5
ENSG00000117000	Q13129	RLF
ENSG00000066084	Q9P265	DIP2B
ENSG00000284989		
ENSG00000153721		CNKSR3
ENSG00000066084		DIP2B
ENSG00000277753		MUC20
ENSG00000118689	O43524	FOXO3
ENSG00000119699	P10600	TGFB3
ENSG00000278303		MUC4
ENSG00000119699		TGFB3
ENSG00000283071	A0A0U1RRK4	LBHD2
ENSG00000004838	O75800	ZMYND10
ENSG00000148019	Q5JTW2	CEP78
ENSG00000025708	P19971	TYMP
ENSG00000004838		ZMYND10
ENSG00000148019		CEP78
ENSG00000275974		PPIAL4F
ENSG00000185215	Q03169	TNFAIP2
ENSG00000185215		TNFAIP2
ENSG00000205356	Q7Z6L1	TECPR1
ENSG00000153266	Q8TBJ5	FEZF2
ENSG00000124201		ZNFX1
ENSG00000124201	Q9P2E3	ZNFX1
ENSG00000130487		KLHDC7B
ENSG00000130487	Q96G42	KLHDC7B
ENSG00000217442	A1L190	SYCE3
ENSG00000059691	O75879	GATB
ENSG00000138472		GUCA1C
ENSG00000138472	O95843	GUCA1C
ENSG00000205356		TECPR1
ENSG00000042429	Q9NVC6	MED17
ENSG00000042429		MED17
ENSG00000168438	O60508	CDC40
ENSG00000168438		CDC40
ENSG00000177683	Q7Z6K1	THAP5
ENSG00000059691		GATB
ENSG00000148090	Q13825	AUH
ENSG00000115464		USP34
ENSG00000177683		THAP5
ENSG00000144810		COL8A1
ENSG00000146425	P63172	DYNLT1
ENSG00000144810	P27658	COL8A1
ENSG00000165959	Q96JQ2	CLMN
ENSG00000135185	Q9BU79	TMEM243
ENSG00000102001	O60840	CACNA1F
ENSG00000170776		AKAP13
ENSG00000112038		OPRM1
ENSG00000284869	P57772	EEFSEC
ENSG00000284869		EEFSEC
ENSG00000181333	Q6MZM0	HEPHL1
ENSG00000170776	Q12802	AKAP13
ENSG00000292418		PRAMEF18
ENSG00000135185		TMEM243
ENSG00000165959		CLMN
ENSG00000283425	A3QJZ7	PRAMEF27
ENSG00000283292	B7ZW38	HNRNPCL3
ENSG00000283292		HNRNPCL3
ENSG00000283348	A6NGN4	PRAMEF25
ENSG00000262246	P57737	CORO7
ENSG00000283370	B2RXH8	HNRNPCL2
ENSG00000283216		PRAMEF26
ENSG00000283231	P0DMR1	HNRNPCL4
ENSG00000283139		PRAMEF9
ENSG00000283150	Q5TYX0	PRAMEF5
ENSG00000283387	Q5VWM4	PRAMEF8
ENSG00000214376	A8MXK1	VSTM5
ENSG00000102001		CACNA1F
ENSG00000283488	A0A0G2JMD5	PRAMEF33
ENSG00000214376		VSTM5
ENSG00000124171	Q9BYG5	PARD6B
ENSG00000258986		TMEM179
ENSG00000124217	O95396	MOCS3
ENSG00000135655	Q9Y4E8	USP15
ENSG00000135655		USP15
ENSG00000258986	Q6ZVK1	TMEM179
ENSG00000042832	P01266	TG
ENSG00000119125		GDA
ENSG00000115464	Q70CQ2	USP34
ENSG00000173418	P61599	NAA20
ENSG00000106355	Q9Y4Y9	LSM5
ENSG00000119125	Q9Y2T3	GDA
ENSG00000101997	O60826	CCDC22
ENSG00000170017	Q13740	ALCAM
ENSG00000168930	P0CI25	TRIM49
ENSG00000173418		NAA20
ENSG00000168930		TRIM49
ENSG00000184990		SIVA1
ENSG00000106355		LSM5
ENSG00000049769	Q6ZSY5	PPP1R3F
ENSG00000170017		ALCAM
ENSG00000184990	O15304	SIVA1
ENSG00000123892	P57729	RAB38
ENSG00000123892		RAB38
ENSG00000139287	Q8IWU9	TPH2
ENSG00000049769		PPP1R3F
ENSG00000272104		
ENSG00000179627	B2RXF5	ZBTB42
ENSG00000262246		CORO7
ENSG00000284227	Q6V1P9	DCHS2
ENSG00000147118	P17025	ZNF182
ENSG00000164764	Q8IVN8	SBSPON
ENSG00000069482	P22466	GAL
ENSG00000205560	Q92523	CPT1B
ENSG00000133773		CCDC59
ENSG00000151962	Q8TBY0	RBM46
ENSG00000284468	Q6NUK1	SLC25A24
ENSG00000284468		SLC25A24
ENSG00000151962		RBM46
ENSG00000292440		NBPF6
ENSG00000184428		TOP1MT
ENSG00000133773	Q9P031	CCDC59
ENSG00000292447		NBPF4
ENSG00000106367	P61966	AP1S1
ENSG00000106367		AP1S1
ENSG00000205560		CPT1B
ENSG00000143971	Q9NY74	ETAA1
ENSG00000112992	Q13423	NNT
ENSG00000143971		ETAA1
ENSG00000110660	Q8IXU6	SLC35F2
ENSG00000163412	Q8N5X7	EIF4E3
ENSG00000221994		ZNF630
ENSG00000275430		MUC20
ENSG00000110660		SLC35F2
ENSG00000221994	Q2M218	ZNF630
ENSG00000276613		MUC4
ENSG00000106397		PLOD3
ENSG00000096968		JAK2
ENSG00000213626	Q53QV2	LBH
ENSG00000213626		LBH
ENSG00000254413		CHKB-CPT1B
ENSG00000168140	Q6EMK4	VASN
ENSG00000163412		EIF4E3
ENSG00000099290		WASHC2A
ENSG00000284925	Q8N6F7	GCSAM
ENSG00000284925		GCSAM
ENSG00000106397	O60568	PLOD3
ENSG00000092853	Q9HAW4	CLSPN
ENSG00000151623	P08235	NR3C2
ENSG00000285044	Q4G0N8	SLC9C1
ENSG00000285044		SLC9C1
ENSG00000096968	O60674	JAK2
ENSG00000154165	P49685	GPR15
ENSG00000184788	Q86VE3	SATL1
ENSG00000184788		SATL1
ENSG00000188021	Q9UHD9	UBQLN2
ENSG00000099290	Q641Q2	WASHC2A
ENSG00000185985	Q9H156	SLITRK2
ENSG00000249992	Q8WZ71	TMEM158
ENSG00000054967	Q969Z4	RELT
ENSG00000054967		RELT
ENSG00000091972		CD200
ENSG00000243667	Q96MX6	DNAAF10
ENSG00000092853		CLSPN
ENSG00000243667		DNAAF10
ENSG00000255501	P57730	CARD18
ENSG00000255501		CARD18
ENSG00000101343	Q9BZJ0	CRNKL1
ENSG00000101343		CRNKL1
ENSG00000130962	O14668	PRRG1
ENSG00000103423	Q96EY1	DNAJA3
ENSG00000184428	Q969P6	TOP1MT
ENSG00000091972	P41217	CD200
ENSG00000186854	Q86V40	TRABD2A
ENSG00000130962		PRRG1
ENSG00000138311	Q70YC5	ZNF365
ENSG00000112972	Q01581	HMGCS1
ENSG00000134697	Q13823	GNL2
ENSG00000132669	Q8WYP3	RIN2
ENSG00000134697		GNL2
ENSG00000138311		ZNF365
ENSG00000285837		
ENSG00000186854		TRABD2A
ENSG00000112972		HMGCS1
ENSG00000050438	Q2Y0W8	SLC4A8
ENSG00000187513	P35212	GJA4
ENSG00000187513		GJA4
ENSG00000101911		PRPS2
ENSG00000132669		RIN2
ENSG00000100288	Q9Y259	CHKB
ENSG00000103423		DNAJA3
ENSG00000112038	P35372	OPRM1
ENSG00000131711		MAP1B
ENSG00000281758		KCNIP4
ENSG00000101911	P11908	PRPS2
ENSG00000203805	Q5VZY2	PLPP4
ENSG00000116151	Q5T089	MORN1
ENSG00000166143	Q9NXH3	PPP1R14D
ENSG00000106868		SUSD1
ENSG00000115363	Q9H8M9	EVA1A
ENSG00000166143		PPP1R14D
ENSG00000106868	Q6UWL2	SUSD1
ENSG00000163377	Q96LR4	TAFA4
ENSG00000163377		TAFA4
ENSG00000115363		EVA1A
ENSG00000180592	Q1XH10	SKIDA1
ENSG00000101236	Q9Y225	RNF24
ENSG00000173548	Q8WV41	SNX33
ENSG00000116151		MORN1
ENSG00000173548		SNX33
ENSG00000214285	P0C0P6	NPS
ENSG00000176142		TMEM39A
ENSG00000166575	Q86UB9	TMEM135
ENSG00000280529		TAF4
ENSG00000131711	P46821	MAP1B
ENSG00000104499		GML
ENSG00000166575		TMEM135
ENSG00000008735	Q13387	MAPK8IP2
ENSG00000280641		CDH4
ENSG00000104499	Q99445	GML
ENSG00000006555	Q5TAA0	TTC22
ENSG00000176142	Q9NV64	TMEM39A
ENSG00000006555		TTC22
ENSG00000234616	O75564	JRK
ENSG00000100299		ARSA
ENSG00000152463		OLAH
ENSG00000164124		TMEM144
ENSG00000283782		
ENSG00000234616		JRK
ENSG00000152463	Q9NV23	OLAH
ENSG00000164283	Q9NQ30	ESM1
ENSG00000165091	Q8TDI8	TMC1
ENSG00000164283		ESM1
ENSG00000151929	O95817	BAG3
ENSG00000163666	Q9UBX0	HESX1
ENSG00000151929		BAG3
ENSG00000197353	Q6UXB3	LYPD2
ENSG00000163666		HESX1
ENSG00000165091		TMC1
ENSG00000283992	P0DP57	SLURP2
ENSG00000283992		SLURP2
ENSG00000179142	P19099	CYP11B2
ENSG00000151882	Q9NRJ3	CCL28
ENSG00000088833	Q9UNZ2	NSFL1C
ENSG00000066056	P35590	TIE1
ENSG00000088833		NSFL1C
