Gene stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSMUSG00000041872	Q7TNI7	Il17f
ENSMUSG00000048856	Q6IS41	Slc25a47
ENSMUSG00000059430	P63268	Actg2
ENSMUSG00000048856		Slc25a47
ENSMUSG00000041872		Il17f
ENSMUSG00000059495	Q8R4H2	Arhgef12
ENSMUSG00000059430		Actg2
ENSMUSG00000030815		Phkg2
ENSMUSG00000021996	Q9R0P3	Esd
ENSMUSG00000022419	Q570Y9	Deptor
ENSMUSG00000022419		Deptor
ENSMUSG00000021996		Esd
ENSMUSG00000043542	Q8BJH1	Zc2hc1a
ENSMUSG00000028399	Q64487	Ptprd
ENSMUSG00000028399		Ptprd
ENSMUSG00000090935	Q9D6K5	Synj2bp
ENSMUSG00000048503	Q3TYE7	Tlcd5
ENSMUSG00000090935		Synj2bp
ENSMUSG00000048503		Tlcd5
ENSMUSG00000058298	Q2KHI9	Mcm9
ENSMUSG00000029233	Q9WUP4	Srd5a3
ENSMUSG00000029233		Srd5a3
ENSMUSG00000058298		Mcm9
ENSMUSG00000030815	Q9DB30	Phkg2
ENSMUSG00000008438	Q9JI76	Adam21
ENSMUSG00000022370		Mrpl13
ENSMUSG00000031170	Q3U1J0	Slc38a5
ENSMUSG00000032368	P46684	Zic1
ENSMUSG00000022881	Q99J62	Rfc4
ENSMUSG00000022881		Rfc4
ENSMUSG00000001520		Nrip2
ENSMUSG00000022370	Q9D1P0	Mrpl13
ENSMUSG00000033233		Trim45
ENSMUSG00000001520	Q9JHR9	Nrip2
ENSMUSG00000022878	Q60994	Adipoq
ENSMUSG00000040594	Q99NF8	Ranbp17
ENSMUSG00000022878		Adipoq
ENSMUSG00000040594		Ranbp17
ENSMUSG00000033233	Q6PFY8	Trim45
ENSMUSG00000014426	O08648	Map3k4
ENSMUSG00000002679	Q921D4	Med6
ENSMUSG00000002679		Med6
ENSMUSG00000025402	Q61127	Nab2
ENSMUSG00000010797	P21552	Wnt2
ENSMUSG00000013495		Tmem175
ENSMUSG00000014426		Map3k4
ENSMUSG00000025402		Nab2
ENSMUSG00000042734	Q3V038	Ttc9
ENSMUSG00000032015	P31362	Pou2f3
ENSMUSG00000020159	Q8QZW7	Gabrp
ENSMUSG00000032015		Pou2f3
ENSMUSG00000020159		Gabrp
ENSMUSG00000071547		Nt5dc2
ENSMUSG00000027794	Q9D489	Sohlh2
ENSMUSG00000022885	Q64685	St6gal1
ENSMUSG00000013495	Q9CXY1	Tmem175
ENSMUSG00000022885		St6gal1
ENSMUSG00000032014	Q8QZR4	Oaf
ENSMUSG00000051934		Spats2
ENSMUSG00000032014		Oaf
ENSMUSG00000019857		Asf1a
ENSMUSG00000006906	Q9CQ26	Stambp
ENSMUSG00000033383	Q8C8C1	Rtp1
ENSMUSG00000019857	Q9CQE6	Asf1a
ENSMUSG00000036972		Zic4
ENSMUSG00000052331	B2RXR6	Ankrd44
ENSMUSG00000052331		Ankrd44
ENSMUSG00000040329	P10168	Il7
ENSMUSG00000040329		Il7
ENSMUSG00000059481	P20918	Plg
ENSMUSG00000007279	Q9JJS0	Scube2
ENSMUSG00000042724	Q3U1V8	Map3k9
ENSMUSG00000024713	Q04592	Pcsk5
ENSMUSG00000042724		Map3k9
ENSMUSG00000029234	P52875	Tmem165
ENSMUSG00000029234		Tmem165
ENSMUSG00000007279		Scube2
ENSMUSG00000051934	Q8K1N4	Spats2
ENSMUSG00000037622	Q80ZK9	Wdtc1
ENSMUSG00000037622		Wdtc1
ENSMUSG00000020802	Q6ZPJ3	Ube2o
ENSMUSG00000036972	Q61467	Zic4
ENSMUSG00000057176	Q6NZQ0	Cfap119
ENSMUSG00000057176		Cfap119
ENSMUSG00000027500	P55821	Stmn2
ENSMUSG00000003555	P27786	Cyp17a1
ENSMUSG00000058704	Q91VH6	Memo1
ENSMUSG00000003555		Cyp17a1
ENSMUSG00000040195		Nemp1
ENSMUSG00000058704		Memo1
ENSMUSG00000005994	P07147	Tyrp1
ENSMUSG00000062376	Q9CRC6	Borcs7
ENSMUSG00000005994		Tyrp1
ENSMUSG00000040195	Q6ZQE4	Nemp1
ENSMUSG00000032013	Q8R2Q0	Trim29
ENSMUSG00000037579	Q9WVJ0	Kcnh3
ENSMUSG00000022887	P98064	Masp1
ENSMUSG00000048706	Q8K2P1	Lurap1l
ENSMUSG00000022887		Masp1
ENSMUSG00000003559	Q91WU5	As3mt
ENSMUSG00000023828		Slc22a3
ENSMUSG00000003559		As3mt
ENSMUSG00000068015	P62046	Lrch1
ENSMUSG00000026234	P09405	Ncl
ENSMUSG00000033355	Q9ER80	Rtp4
ENSMUSG00000033355		Rtp4
ENSMUSG00000063889		Crem
ENSMUSG00000068015		Lrch1
ENSMUSG00000023828	Q9WTW5	Slc22a3
ENSMUSG00000026234		Ncl
ENSMUSG00000033222	Q5NC05	Ttf2
ENSMUSG00000030617		Ccdc83
ENSMUSG00000032012	Q9JKF6	Nectin1
ENSMUSG00000032012		Nectin1
ENSMUSG00000024725		Ostf1
ENSMUSG00000024725	Q62422	Ostf1
ENSMUSG00000033222		Ttf2
ENSMUSG00000030617	Q9D4V3	Ccdc83
ENSMUSG00000003452	Q8BR07	Bicd1
ENSMUSG00000019856		Fam184a
ENSMUSG00000021266	P32921	Wars1
ENSMUSG00000003452		Bicd1
ENSMUSG00000014195		Dnajc7
ENSMUSG00000021266		Wars1
ENSMUSG00000034959		Rubcnl
ENSMUSG00000024067	Q99LT0	Dpy30
ENSMUSG00000014542		Clec4f
ENSMUSG00000024067		Dpy30
ENSMUSG00000040877		Wdr25
ENSMUSG00000006335	Q3U1J1	Tfpt
ENSMUSG00000055960	A7TZF3	Skint4
ENSMUSG00000042286		Stab1
ENSMUSG00000006335		Tfpt
ENSMUSG00000037570	Q99L90	Mcrs1
ENSMUSG00000034783	Q8VBX4	Cd207
ENSMUSG00000064105	Q3TWN3	Cnnm2
ENSMUSG00000063889	P27699	Crem
ENSMUSG00000037570		Mcrs1
ENSMUSG00000055960		Skint4
ENSMUSG00000040877	E9Q349	Wdr25
ENSMUSG00000026509	O08529	Capn2
ENSMUSG00000030598	Q9QZM8	Fbxo17
ENSMUSG00000025401	O88329	Myo1a
ENSMUSG00000078907		Fam186b
ENSMUSG00000070868	A7TZF0	Skint3
ENSMUSG00000026237		Nmur1
ENSMUSG00000026237	O55040	Nmur1
ENSMUSG00000040966	O70577	Slc22a2
ENSMUSG00000036574	Q9DA60	Tex44
ENSMUSG00000049972	A7TZG3	Skint9
ENSMUSG00000023829		Slc22a1
ENSMUSG00000040867		Begain
ENSMUSG00000033306	Q8BFW7	Lpp
ENSMUSG00000031342	P35803	Gpm6b
ENSMUSG00000037847	Q91W63	Nmrk1
ENSMUSG00000010796	Q8VD46	Asz1
ENSMUSG00000040867	Q68EF6	Begain
ENSMUSG00000010796		Asz1
ENSMUSG00000023829	O08966	Slc22a1
ENSMUSG00000033306		Lpp
ENSMUSG00000037847		Nmrk1
ENSMUSG00000021156	Q8R5C8	Zmynd11
ENSMUSG00000034777	Q9WTP9	Vax2
ENSMUSG00000021156		Zmynd11
ENSMUSG00000051590		Map3k19
ENSMUSG00000024726	Q80UY1	Carnmt1
ENSMUSG00000024726		Carnmt1
ENSMUSG00000051590	E9Q3S4	Map3k19
ENSMUSG00000047044	Q8VCE4	D030056L22Rik
ENSMUSG00000047044		D030056L22Rik
ENSMUSG00000035901		Dennd5a
ENSMUSG00000035901	Q6PAL8	Dennd5a
ENSMUSG00000023007		Prpf40b
ENSMUSG00000037716		Ccdc33
ENSMUSG00000014195	Q9QYI3	Dnajc7
ENSMUSG00000003923	P40630	Tfam
ENSMUSG00000003923		Tfam
ENSMUSG00000028854	Q61165	Slc9a1
ENSMUSG00000037716	Q3ULW6	Ccdc33
ENSMUSG00000031342		Gpm6b
ENSMUSG00000025400	P55099	Tac2
ENSMUSG00000046694	Q8C152	Tent5b
ENSMUSG00000024727	Q8CIR4	Trpm6
ENSMUSG00000001518	Q91WI7	Itfg2
ENSMUSG00000056596	Q80ZI1	Trnp1
ENSMUSG00000041859	P25206	Mcm3
ENSMUSG00000001518		Itfg2
ENSMUSG00000044617		Zbtb39
ENSMUSG00000024727		Trpm6
ENSMUSG00000032011	P01831	Thy1
ENSMUSG00000058396		Gpr182
ENSMUSG00000020804		Aanat
ENSMUSG00000032011		Thy1
ENSMUSG00000020804	O88816	Aanat
ENSMUSG00000111409	Q8BUH7	Gm49380
ENSMUSG00000034359		Skint2
ENSMUSG00000019927	P61080	Ube2d1
ENSMUSG00000030816	Q3U319	Rnf40
ENSMUSG00000030816		Rnf40
ENSMUSG00000034359	A7XUX6	Skint2
ENSMUSG00000058173	Q9JIS3	Smco4
ENSMUSG00000030357	P30416	Fkbp4
ENSMUSG00000089789		Rdh1
ENSMUSG00000030357		Fkbp4
ENSMUSG00000053519	Q9JJ57	Kcnip1
ENSMUSG00000099009		Rdh16f1
ENSMUSG00000045414	Q3USZ8	Dipk2a
ENSMUSG00000037710	Q91WS0	Cisd1
ENSMUSG00000037600		Kdf1
ENSMUSG00000056148		Rdh9
ENSMUSG00000023830	Q07113	Igf2r
ENSMUSG00000069456		Rdh16
ENSMUSG00000021997		Lrrc63
ENSMUSG00000053519		Kcnip1
ENSMUSG00000069456	O54909	Rdh16
ENSMUSG00000037600	A2A9F4	Kdf1
ENSMUSG00000021140		Pcnx
ENSMUSG00000035493		Tgfbi
ENSMUSG00000006269	Q91YH6	Atp6v1b1
ENSMUSG00000048766	A7TZG1	Skint10
ENSMUSG00000006269		Atp6v1b1
ENSMUSG00000031129	Q8BZ00	Slc9a9
ENSMUSG00000048766		Skint10
ENSMUSG00000017837	Q9CR56	Nkiras2
ENSMUSG00000021140	Q9QYC1	Pcnx
ENSMUSG00000079508	Q9DCZ4	Apoo
ENSMUSG00000036192	Q8R1B8	Rorb
ENSMUSG00000033350	Q80WV3	Chst2
ENSMUSG00000017837		Nkiras2
ENSMUSG00000035493	P82198	Tgfbi
ENSMUSG00000036192		Rorb
ENSMUSG00000046159	Q9ERZ3	Chrm3
ENSMUSG00000014747	Q3V0J4	Ankrd53
ENSMUSG00000014747		Ankrd53
ENSMUSG00000026592		Tex35
ENSMUSG00000014748	Q62302	Tex261
ENSMUSG00000003746	P45700	Man1a
ENSMUSG00000003746		Man1a
ENSMUSG00000028851	O35685	Nudc
ENSMUSG00000059146	Q6VNS1	Ntrk3
ENSMUSG00000037583	Q62227	Nr0b2
ENSMUSG00000059146		Ntrk3
ENSMUSG00000040586		Ofd1
ENSMUSG00000039977	Q7M6Y5	Deup1
ENSMUSG00000054052		Rdh19
ENSMUSG00000039977		Deup1
ENSMUSG00000028850	Q8BIY1	Gpatch3
ENSMUSG00000028064	Q62178	Sema4a
ENSMUSG00000024231	Q9D4H8	Cul2
ENSMUSG00000024068		Spast
ENSMUSG00000074639		Rdh16f2
ENSMUSG00000025982		Sf3b1
ENSMUSG00000079317	Q9CQP2	Trappc2
ENSMUSG00000024231		Cul2
ENSMUSG00000024068	Q9QYY8	Spast
ENSMUSG00000079317		Trappc2
ENSMUSG00000028064		Sema4a
ENSMUSG00000040134	O88451	Rdh7
ENSMUSG00000014850		Msh3
ENSMUSG00000079316	Q9R0M6	Rab9
ENSMUSG00000043885		Slc36a4
ENSMUSG00000079316		Rab9
ENSMUSG00000040127	Q8K3P0	Sdr9c7
ENSMUSG00000051224	Q3US16	Tceanc
ENSMUSG00000051224		Tceanc
ENSMUSG00000050901		Mtnr1b
ENSMUSG00000026238	P26350	Ptma
ENSMUSG00000024232	Q9D0L6	Bambi
ENSMUSG00000026238		Ptma
ENSMUSG00000068037	P30554	Mas1
ENSMUSG00000087194	A7XUZ6	Skint6
ENSMUSG00000039599	Q6NSV7	Fam149b
ENSMUSG00000039599		Fam149b
ENSMUSG00000068037		Mas1
ENSMUSG00000025931	Q80ZE5	Paqr8
ENSMUSG00000024233	Q9CPX3	Lyzl1
ENSMUSG00000024233		Lyzl1
ENSMUSG00000025041		Nt5c2
ENSMUSG00000059408	Q99MT8	Mrgprh
ENSMUSG00000100622		Gm20379
ENSMUSG00000079110	Q64691	Capn3
ENSMUSG00000033960	Q5DTX6	Jcad
ENSMUSG00000086564	A8E0Y8	Cd101
ENSMUSG00000086564		Cd101
ENSMUSG00000021707	P00375	Dhfr
ENSMUSG00000079110		Capn3
ENSMUSG00000028848	Q8VEJ1	Gpn2
ENSMUSG00000028848		Gpn2
ENSMUSG00000041809		Efhc1
ENSMUSG00000040269	Q9CY16	Mrps28
ENSMUSG00000025151	Q9QYH6	Maged1
ENSMUSG00000047281	O70456	Sfn
ENSMUSG00000025041	Q3V1L4	Nt5c2
ENSMUSG00000040856		Dlk1
ENSMUSG00000060733	Q7TT16	Ipmk
ENSMUSG00000026239	O55057	Pde6d
ENSMUSG00000060733		Ipmk
ENSMUSG00000027864	Q9WV91	Ptgfrn
ENSMUSG00000026239		Pde6d
ENSMUSG00000037553	Q5Y5T2	Zdhhc18
ENSMUSG00000073460		Pnldc1
ENSMUSG00000021540	P97454	Smad5
ENSMUSG00000027863	P08920	Cd2
ENSMUSG00000034336	P46660	Ina
ENSMUSG00000000402	Q9JJZ5	Egfl6
ENSMUSG00000025396	Q9R092	Hsd17b6
ENSMUSG00000073460	B2RXZ1	Pnldc1
ENSMUSG00000025396		Hsd17b6
ENSMUSG00000025981		Coq10b
ENSMUSG00000071723	Q149F3	Gspt2
ENSMUSG00000071723		Gspt2
ENSMUSG00000025050	Q99NA9	Pcgf6
ENSMUSG00000025050		Pcgf6
ENSMUSG00000057388	Q9CQL5	Mrpl18
ENSMUSG00000073062	A2CE44	Zxdb
ENSMUSG00000025049		Taf5
ENSMUSG00000041779	Q924Z5	Tram2
ENSMUSG00000027489	Q9D6J4	Necab3
ENSMUSG00000071528	Q78IK2	Atp5mk
ENSMUSG00000040811	Q7TNG5	Eml2
ENSMUSG00000042508	Q8CE22	Dmtf1
ENSMUSG00000040811		Eml2
ENSMUSG00000071722	Q8K1L2	Spin4
ENSMUSG00000004633		Chn2
ENSMUSG00000027489		Necab3
ENSMUSG00000049775	P20065	Tmsb4x
ENSMUSG00000004633	Q80XD1	Chn2
ENSMUSG00000068663	Q80U30	Clec16a
ENSMUSG00000040522	P58682	Tlr8
ENSMUSG00000038122	Q3URV1	Tbc1d32
ENSMUSG00000044317	Q8BUD0	Gpr4
ENSMUSG00000040522		Tlr8
ENSMUSG00000068663		Clec16a
ENSMUSG00000061065		H2al1o
ENSMUSG00000030612	Q9EQI8	Mrpl46
ENSMUSG00000044583	P58681	Tlr7
ENSMUSG00000052214	Q505D7	Opa3
ENSMUSG00000047669		Msl3l2
ENSMUSG00000052214		Opa3
ENSMUSG00000050953	P23242	Gja1
ENSMUSG00000050953		Gja1
ENSMUSG00000042508		Dmtf1
ENSMUSG00000048399	Q8CB49	Tprg
ENSMUSG00000044583		Tlr7
ENSMUSG00000036104	Q80UJ7	Rab3gap1
ENSMUSG00000021811	Q91WN1	Dnajc9
ENSMUSG00000036104		Rab3gap1
ENSMUSG00000025742	Q9CS42	Prps2
ENSMUSG00000045639	Q6A085	Zfp629
ENSMUSG00000030359	Q61838	Pzp
ENSMUSG00000023008	Q6ZPF4	Fmnl3
ENSMUSG00000049960	Q9CPX7	Mrps16
ENSMUSG00000045639		Zfp629
ENSMUSG00000024069		Slc30a6
ENSMUSG00000030359		Pzp
ENSMUSG00000023008		Fmnl3
ENSMUSG00000025047	Q6NS46	Pdcd11
ENSMUSG00000025933	P56983	Tmem14a
ENSMUSG00000031176	P56387	Dynlt3
ENSMUSG00000025933		Tmem14a
ENSMUSG00000068882	P32067	Ssb
ENSMUSG00000033033	Q8VEC4	Calhm2
ENSMUSG00000068882		Ssb
ENSMUSG00000040456	Q9CR04	H2ap
ENSMUSG00000033033		Calhm2
ENSMUSG00000021998		Lcp1
ENSMUSG00000048994		H2al3
ENSMUSG00000079258	D3Z291	Calhm1
ENSMUSG00000045725	Q9D1T5	Prr15
ENSMUSG00000030611		Mrps11
ENSMUSG00000094219	J3QMI4	Calhm3
ENSMUSG00000019923	Q9CQU5	Zwint
ENSMUSG00000026240	Q8BV13	Cops7b
ENSMUSG00000038523		1700003F12Rik
ENSMUSG00000019923		Zwint
ENSMUSG00000026240		Cops7b
ENSMUSG00000078129	A2AKE7	Actl10
ENSMUSG00000032010	O88623	Usp2
ENSMUSG00000032010		Usp2
ENSMUSG00000022498	Q8K2W3	Txndc11
ENSMUSG00000024069	Q8BJM5	Slc30a6
ENSMUSG00000034744	Q9QZ08	Nagk
ENSMUSG00000022498		Txndc11
ENSMUSG00000034744		Nagk
ENSMUSG00000030403	P70460	Vasp
ENSMUSG00000061315	Q60817	Naca
ENSMUSG00000061315	P70670	Naca
ENSMUSG00000053128	Q8BUH7	Rnf26
ENSMUSG00000053128		Rnf26
ENSMUSG00000030814		Bcl7c
ENSMUSG00000045896	Q91W45	Paip2b
ENSMUSG00000054453	Q80T23	Sytl5
ENSMUSG00000074505		Fat3
ENSMUSG00000039193	Q3UP24	Nlrc4
ENSMUSG00000078578	P61079	Ube2d3
ENSMUSG00000026778	Q02111	Prkcq
ENSMUSG00000030814	O08664	Bcl7c
ENSMUSG00000039193		Nlrc4
ENSMUSG00000042700	Q8C0T5	Sipa1l1
ENSMUSG00000042700		Sipa1l1
ENSMUSG00000021725		Parp8
ENSMUSG00000070565		Rasal2
ENSMUSG00000021725	Q3UD82	Parp8
ENSMUSG00000030610		Det1
ENSMUSG00000078578		Ube2d3
ENSMUSG00000019878		Hsf2
ENSMUSG00000021998	Q61233	Lcp1
ENSMUSG00000026778		Prkcq
ENSMUSG00000085925	Q7M732	Rtl1
ENSMUSG00000030610	Q9D0A0	Det1
ENSMUSG00000110086		Smim32
ENSMUSG00000024072	Q8C407	Yipf4
ENSMUSG00000026241	Q61839	Nppc
ENSMUSG00000024072		Yipf4
ENSMUSG00000019878	P38533	Hsf2
ENSMUSG00000051730	Q8K1A0	Mettl5
ENSMUSG00000030402	Q8BGL1	Ppm1n
ENSMUSG00000051730		Mettl5
ENSMUSG00000021999	Q9JHH6	Cpb2
ENSMUSG00000074505	Q8BNA6	Fat3
ENSMUSG00000042340	Q60753	Ctf1
ENSMUSG00000042340		Ctf1
ENSMUSG00000045034	Q3UUF8	Ankrd34b
ENSMUSG00000045034		Ankrd34b
ENSMUSG00000024659	P10107	Anxa1
ENSMUSG00000047228	Q3UU35	A2ml1
ENSMUSG00000034334		Fam151b
ENSMUSG00000020671	P61027	Rab10
ENSMUSG00000024659		Anxa1
ENSMUSG00000042035	Q6ZQA6	Igsf3
ENSMUSG00000042035		Igsf3
ENSMUSG00000021728		Emb
ENSMUSG00000071072	Q9R0Q7	Ptges3
ENSMUSG00000071072		Ptges3
ENSMUSG00000028931		Kcnab2
ENSMUSG00000025980	P63038	Hspd1
ENSMUSG00000049176	A2AFR3	Frmpd4
ENSMUSG00000022000		Zc3h13
ENSMUSG00000027490	Q61501	E2f1
ENSMUSG00000025980		Hspd1
ENSMUSG00000022000	E9Q784	Zc3h13
ENSMUSG00000027490		E2f1
ENSMUSG00000029647	Q640Q5	Pan3
ENSMUSG00000091722		Siah3
ENSMUSG00000049176		Frmpd4
ENSMUSG00000029647		Pan3
ENSMUSG00000028931	P62482	Kcnab2
ENSMUSG00000034913	Q32MG2	Cby2
ENSMUSG00000073676	Q64433	Hspe1
ENSMUSG00000000876	Q9JJW0	Pxmp4
ENSMUSG00000000876		Pxmp4
ENSMUSG00000020668	O35066	Kif3c
ENSMUSG00000028164		Manba
ENSMUSG00000086040		Wipf3
ENSMUSG00000020668		Kif3c
ENSMUSG00000034913		Cby2
ENSMUSG00000037965		Zc3h7a
ENSMUSG00000006435	Q923S6	Neurl1a
ENSMUSG00000019877	Q9QZI8	Serinc1
ENSMUSG00000022002		Erich6b
ENSMUSG00000006435		Neurl1a
ENSMUSG00000023010	Q9D2C7	Tmbim6
ENSMUSG00000019877		Serinc1
ENSMUSG00000021728	P21995	Emb
ENSMUSG00000019124		Scrn1
ENSMUSG00000023010		Tmbim6
ENSMUSG00000019124	Q9CZC8	Scrn1
ENSMUSG00000068039	P11983	Tcp1
ENSMUSG00000025393	P56480	Atp5f1b
ENSMUSG00000025934	P30115	Gsta3
ENSMUSG00000021706	Q80U44	Zfyve16
ENSMUSG00000025934		Gsta3
ENSMUSG00000068039		Tcp1
ENSMUSG00000038074	P59024	Fkbp14
ENSMUSG00000053279	P24549	Aldh1a1
ENSMUSG00000038074		Fkbp14
ENSMUSG00000053279		Aldh1a1
ENSMUSG00000046957	Q99MY0	Spz1
ENSMUSG00000023009	Q6GQX2	Nckap5l
ENSMUSG00000090084	Q9R0M3	Srpx
ENSMUSG00000023009		Nckap5l
ENSMUSG00000043257	Q7TPN3	Pigv
ENSMUSG00000090084		Srpx
ENSMUSG00000042678	Q9QZZ4	Myo15a
ENSMUSG00000036602		Alx1
ENSMUSG00000021730	O88704	Hcn1
ENSMUSG00000036602	Q8C8B0	Alx1
ENSMUSG00000037486		Asxl2
ENSMUSG00000042678		Myo15a
ENSMUSG00000027288		Zfp106
ENSMUSG00000024747	O35945	Aldh1a7
ENSMUSG00000008373	Q8CCF0	Prpf31
ENSMUSG00000005846	Q8BVY0	Rsl1d1
ENSMUSG00000005846		Rsl1d1
ENSMUSG00000021703	Q8BHJ6	Serinc5
ENSMUSG00000024749		Tmc1
ENSMUSG00000033161	Q8VDN2	Atp1a1
ENSMUSG00000014198	A2A5E6	Zfp385c
ENSMUSG00000004815	Q6P5E8	Dgkq
ENSMUSG00000014198		Zfp385c
ENSMUSG00000062480		Acat3
ENSMUSG00000024749	Q8R4P5	Tmc1
ENSMUSG00000078598		Skint5
ENSMUSG00000060034	P83714	Ctf2
ENSMUSG00000022510		Trp63
ENSMUSG00000060034		Ctf2
ENSMUSG00000021731	Q9D0G0	Mrps30
ENSMUSG00000042064		Myo3b
ENSMUSG00000036086	Q6NZP1	Zranb3
ENSMUSG00000044313	Q8CI17	Mab21l3
ENSMUSG00000057977		Skint11
ENSMUSG00000023022	Q9ERG0	Lima1
ENSMUSG00000057977	A7XV14	Skint11
ENSMUSG00000021219		Rgs6
ENSMUSG00000070867	B1ATG9	Trabd2b
ENSMUSG00000031358	Q9WVG9	Msl3
ENSMUSG00000023832	Q8CAY6	Acat2
ENSMUSG00000023832		Acat2
ENSMUSG00000021702	Q9Z1T2	Thbs4
ENSMUSG00000041301	P26361	Cftr
ENSMUSG00000023022		Lima1
ENSMUSG00000004815		Dgkq
ENSMUSG00000058124		H2-M10.3
ENSMUSG00000020806	Q80WQ6	Rhbdf2
ENSMUSG00000039543	D3YVL2	Cfap70
ENSMUSG00000045350	Q9D9R9	Fam186a
ENSMUSG00000053617	O89032	Sh3pxd2a
ENSMUSG00000033488		Cryzl2
ENSMUSG00000053617		Sh3pxd2a
ENSMUSG00000045350		Fam186a
ENSMUSG00000042064	Q1EG27	Myo3b
ENSMUSG00000021704		Mtx3
ENSMUSG00000019876		Pkib
ENSMUSG00000048231		H2-M10.4
ENSMUSG00000042650	Q3TSG4	Alkbh5
ENSMUSG00000033488	Q3UNZ8	Cryzl2
ENSMUSG00000024236	Q8K4L3	Svil
ENSMUSG00000020810	Q9CX80	Cygb
ENSMUSG00000021732	O35565	Fgf10
ENSMUSG00000041301		Cftr
ENSMUSG00000075304	Q9JHX2	Sp5
ENSMUSG00000047554	Q8K1A5	Tmem41b
ENSMUSG00000067750	Q3UWR2	Khdc1a
ENSMUSG00000024750	O88878	Zfand5
ENSMUSG00000024750		Zfand5
ENSMUSG00000037537		H2-M11
ENSMUSG00000024236		Svil
ENSMUSG00000047554		Tmem41b
ENSMUSG00000041722	Q4KL78	Khdc1c
ENSMUSG00000017830	Q99J87	Dhx58
ENSMUSG00000039577	P59240	Nphp4
ENSMUSG00000075302		Erich2
ENSMUSG00000042694	Q8K2X3	Stn1
ENSMUSG00000042694		Stn1
ENSMUSG00000019892		Lrriq1
ENSMUSG00000034893		Cog3
ENSMUSG00000025979		Mob4
ENSMUSG00000050945		Zfp438
ENSMUSG00000057286	P70277	St6galnac2
ENSMUSG00000024238		Zeb1
ENSMUSG00000110170		St6galnac2
ENSMUSG00000025979	Q6PEB6	Mob4
ENSMUSG00000032327		Stra6
ENSMUSG00000039546	A2ALI5	Ajap1
ENSMUSG00000039546		Ajap1
ENSMUSG00000005225	Q80W71	Plekha8
ENSMUSG00000030401	O70622	Rtn2
ENSMUSG00000028063	P48678	Lmna
ENSMUSG00000085079	P0C7A0	Khdc1b
ENSMUSG00000024238	Q64318	Zeb1
ENSMUSG00000047613	Q80WR5	A430005L14Rik
ENSMUSG00000038065	Q8CGA4	Mturn
ENSMUSG00000038065		Mturn
ENSMUSG00000047613		A430005L14Rik
ENSMUSG00000022003	Q9CR58	Slc25a30
ENSMUSG00000023025		Larp4
ENSMUSG00000028063		Lmna
ENSMUSG00000037206	Q6GU68	Islr
ENSMUSG00000058446	Q71FD5	Znrf2
ENSMUSG00000019892	Q0P5X1	Lrriq1
ENSMUSG00000058446		Znrf2
ENSMUSG00000022003		Slc25a30
ENSMUSG00000021541	Q9WVC5	Trpc7
ENSMUSG00000037206		Islr
ENSMUSG00000021541		Trpc7
ENSMUSG00000058624	Q9R111	Gda
ENSMUSG00000058624		Gda
ENSMUSG00000019874	P51880	Fabp7
ENSMUSG00000035171		1110059E24Rik
ENSMUSG00000031355	O54834	Arhgap6
ENSMUSG00000029238	O08785	Clock
ENSMUSG00000019874		Fabp7
ENSMUSG00000030609	Q9CZI9	Aen
ENSMUSG00000019872		Smpdl3a
ENSMUSG00000060126	P63028	Tpt1
ENSMUSG00000029238		Clock
ENSMUSG00000060475		Wtap
ENSMUSG00000060126		Tpt1
ENSMUSG00000031355		Arhgap6
ENSMUSG00000033147	Q504N2	Slc22a15
ENSMUSG00000033147		Slc22a15
ENSMUSG00000035171	Q9CQ90	1110059E24Rik
ENSMUSG00000060475	Q9ER69	Wtap
ENSMUSG00000019872	P70158	Smpdl3a
ENSMUSG00000030609		Aen
ENSMUSG00000058537		AW822073
ENSMUSG00000047419		Cmya5
ENSMUSG00000006818		Sod2
ENSMUSG00000001774	Q9D1P4	Chordc1
ENSMUSG00000067995	Q8R0A0	Gtf2f2
ENSMUSG00000074480		Mex3a
ENSMUSG00000046523	Q9D7X1	Kctd4
ENSMUSG00000001774		Chordc1
ENSMUSG00000070880	P48318	Gad1
ENSMUSG00000070880		Gad1
ENSMUSG00000047368		Abhd17b
ENSMUSG00000048540	Q64221	Nhlh2
ENSMUSG00000029235	Q78Y63	Pdcl2
ENSMUSG00000047368	Q7M759	Abhd17b
ENSMUSG00000051243		Islr2
ENSMUSG00000006818	P09671	Sod2
ENSMUSG00000022008	Q69ZC8	Gpalpp1
ENSMUSG00000053333	Q8CI75	Dis3l2
ENSMUSG00000020918		Kat2a
ENSMUSG00000000416		Cttnbp2
ENSMUSG00000020918	Q9JHD2	Kat2a
ENSMUSG00000008601	Q9WTL2	Rab25
ENSMUSG00000071311	F8VQN3	Gpr31b
ENSMUSG00000008601		Rab25
ENSMUSG00000066232	Q9EPL8	Ipo7
ENSMUSG00000017832	Q9DAM3	Hspb9
ENSMUSG00000000416	B9EJA2	Cttnbp2
ENSMUSG00000019894	Q8BG16	Slc6a15
ENSMUSG00000017832		Hspb9
ENSMUSG00000053333		Dis3l2
ENSMUSG00000019894		Slc6a15
ENSMUSG00000075045		Gm4981
ENSMUSG00000028062	Q9JHS3	Lamtor2
ENSMUSG00000028062		Lamtor2
ENSMUSG00000066232		Ipo7
ENSMUSG00000006740	Q61768	Kif5b
ENSMUSG00000056222		Spock1
ENSMUSG00000044155	Q6ZWM4	Lsm8
ENSMUSG00000051243	Q5RKR3	Islr2
