Term	GO
GOBP_CELL_DIFFERENTIATION_IN_HINDBRAIN	GO:0021533
GOBP_CELL_PROLIFERATION_IN_HINDBRAIN	GO:0021534
GOBP_CELL_MIGRATION_IN_HINDBRAIN	GO:0021535
GOBP_DIENCEPHALON_DEVELOPMENT	GO:0021536
GOBP_TELENCEPHALON_DEVELOPMENT	GO:0021537
GOBP_CORPUS_CALLOSUM_MORPHOGENESIS	GO:0021540
GOBP_DENTATE_GYRUS_DEVELOPMENT	GO:0021542
GOBP_PALLIUM_DEVELOPMENT	GO:0021543
GOBP_SUBPALLIUM_DEVELOPMENT	GO:0021544
GOBP_CRANIAL_NERVE_DEVELOPMENT	GO:0021545
GOBP_RHOMBOMERE_DEVELOPMENT	GO:0021546
GOBP_PONS_DEVELOPMENT	GO:0021548
GOBP_MEDULLA_OBLONGATA_DEVELOPMENT	GO:0021550
GOBP_OLFACTORY_NERVE_DEVELOPMENT	GO:0021553
GOBP_OPTIC_NERVE_DEVELOPMENT	GO:0021554
GOBP_OCULOMOTOR_NERVE_DEVELOPMENT	GO:0021557
GOBP_TRIGEMINAL_NERVE_DEVELOPMENT	GO:0021559
GOBP_VESTIBULOCOCHLEAR_NERVE_DEVELOPMENT	GO:0021562
GOBP_GLOSSOPHARYNGEAL_NERVE_DEVELOPMENT	GO:0021563
GOBP_HINDBRAIN_MORPHOGENESIS	GO:0021575
GOBP_HINDBRAIN_MATURATION	GO:0021578
GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT	GO:0021591
GOBP_CRANIAL_NERVE_MORPHOGENESIS	GO:0021602
GOBP_CRANIAL_NERVE_FORMATION	GO:0021603
GOBP_CRANIAL_NERVE_STRUCTURAL_ORGANIZATION	GO:0021604
GOBP_FACIAL_NERVE_MORPHOGENESIS	GO:0021610
GOBP_FACIAL_NERVE_STRUCTURAL_ORGANIZATION	GO:0021612
GOBP_CENTRAL_NERVOUS_SYSTEM_MATURATION	GO:0021626
GOBP_OPTIC_NERVE_MORPHOGENESIS	GO:0021631
GOBP_TRIGEMINAL_NERVE_MORPHOGENESIS	GO:0021636
GOBP_VESTIBULOCOCHLEAR_NERVE_MORPHOGENESIS	GO:0021648
GOBP_LATERAL_VENTRICLE_DEVELOPMENT	GO:0021670
GOBP_NERVE_DEVELOPMENT	GO:0021675
GOBP_THIRD_VENTRICLE_DEVELOPMENT	GO:0021678
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	GO:0021680
GOBP_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	GO:0021681
GOBP_CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS	GO:0021683
GOBP_CEREBELLAR_GRANULAR_LAYER_FORMATION	GO:0021684
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	GO:0021692
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	GO:0021694
GOBP_CEREBELLAR_CORTEX_DEVELOPMENT	GO:0021695
GOBP_CEREBELLAR_CORTEX_MORPHOGENESIS	GO:0021696
GOBP_CEREBELLAR_CORTEX_FORMATION	GO:0021697
GOBP_DEVELOPMENTAL_MATURATION	GO:0021700
GOBP_STRIATUM_DEVELOPMENT	GO:0021756
GOBP_LIMBIC_SYSTEM_DEVELOPMENT	GO:0021761
GOBP_AMYGDALA_DEVELOPMENT	GO:0021764
GOBP_HIPPOCAMPUS_DEVELOPMENT	GO:0021766
GOBP_OLIGODENDROCYTE_CELL_FATE_SPECIFICATION	GO:0021778
GOBP_GLIAL_CELL_FATE_SPECIFICATION	GO:0021780
GOBP_GLIAL_CELL_FATE_COMMITMENT	GO:0021781
GOBP_GLIAL_CELL_DEVELOPMENT	GO:0021782
GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE	GO:0021785
GOBP_THALAMUS_DEVELOPMENT	GO:0021794
GOBP_CEREBRAL_CORTEX_CELL_MIGRATION	GO:0021795
GOBP_CEREBRAL_CORTEX_REGIONALIZATION	GO:0021796
GOBP_FOREBRAIN_DORSAL_VENTRAL_PATTERN_FORMATION	GO:0021798
GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	GO:0021799
GOBP_CEREBRAL_CORTEX_TANGENTIAL_MIGRATION	GO:0021800
GOBP_CELL_MOTILITY_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION	GO:0021814
GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX	GO:0021819
GOBP_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION	GO:0021826
GOBP_GONADOTROPHIN_RELEASING_HORMONE_NEURONAL_MIGRATION_TO_THE_HYPOTHALAMUS	GO:0021828
GOBP_CELL_PROLIFERATION_IN_FOREBRAIN	GO:0021846
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_MIGRATION	GO:0021853
GOBP_HYPOTHALAMUS_DEVELOPMENT	GO:0021854
GOBP_HYPOTHALAMUS_CELL_MIGRATION	GO:0021855
GOBP_PYRAMIDAL_NEURON_DIFFERENTIATION	GO:0021859
GOBP_PYRAMIDAL_NEURON_DEVELOPMENT	GO:0021860
GOBP_FOREBRAIN_RADIAL_GLIAL_CELL_DIFFERENTIATION	GO:0021861
GOBP_FOREBRAIN_VENTRICULAR_ZONE_PROGENITOR_CELL_DIVISION	GO:0021869
GOBP_FOREBRAIN_REGIONALIZATION	GO:0021871
GOBP_FOREBRAIN_GENERATION_OF_NEURONS	GO:0021872
GOBP_FOREBRAIN_NEUROBLAST_DIVISION	GO:0021873
GOBP_FOREBRAIN_NEURON_FATE_COMMITMENT	GO:0021877
GOBP_FOREBRAIN_NEURON_DIFFERENTIATION	GO:0021879
GOBP_FOREBRAIN_NEURON_DEVELOPMENT	GO:0021884
GOBP_FOREBRAIN_CELL_MIGRATION	GO:0021885
GOBP_HYPOTHALAMUS_GONADOTROPHIN_RELEASING_HORMONE_NEURON_DIFFERENTIATION	GO:0021886
GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION	GO:0021889
GOBP_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT	GO:0021891
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	GO:0021892
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DEVELOPMENT	GO:0021894
GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	GO:0021895
GOBP_COMMITMENT_OF_NEURONAL_CELL_TO_SPECIFIC_NEURON_TYPE_IN_FOREBRAIN	GO:0021902
GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING	GO:0021903
GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	GO:0021904
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_VENTRAL_SPINAL_CORD_PATTERNING	GO:0021910
GOBP_NEURAL_TUBE_DEVELOPMENT	GO:0021915
GOBP_HINDBRAIN_RADIAL_GLIA_GUIDED_CELL_MIGRATION	GO:0021932
GOBP_HINDBRAIN_TANGENTIAL_CELL_MIGRATION	GO:0021934
GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	GO:0021936
GOBP_CEREBELLAR_PURKINJE_CELL_GRANULE_CELL_PRECURSOR_CELL_SIGNALING_INVOLVED_IN_REGULATION_OF_GRANULE_CELL_PRECURSOR_CELL_PROLIFERATION	GO:0021937
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_CELL_PROLIFERATION	GO:0021938
GOBP_POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	GO:0021940
GOBP_RADIAL_GLIA_GUIDED_MIGRATION_OF_PURKINJE_CELL	GO:0021942
GOBP_FORMATION_OF_RADIAL_GLIAL_SCAFFOLDS	GO:0021943
GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	GO:0021952
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	GO:0021953
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	GO:0021954
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	GO:0021955
GOBP_CORTICOSPINAL_TRACT_MORPHOGENESIS	GO:0021957
GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS	GO:0021960
GOBP_TELENCEPHALON_REGIONALIZATION	GO:0021978
GOBP_HYPOTHALAMUS_CELL_DIFFERENTIATION	GO:0021979
GOBP_PITUITARY_GLAND_DEVELOPMENT	GO:0021983
GOBP_ADENOHYPOPHYSIS_DEVELOPMENT	GO:0021984
GOBP_CEREBRAL_CORTEX_DEVELOPMENT	GO:0021987
GOBP_OLFACTORY_LOBE_DEVELOPMENT	GO:0021988
GOBP_NEUROGENESIS	GO:0022008
GOBP_CENTRAL_NERVOUS_SYSTEM_VASCULOGENESIS	GO:0022009
GOBP_INTERKINETIC_NUCLEAR_MIGRATION	GO:0022027
GOBP_TANGENTIAL_MIGRATION_FROM_THE_SUBVENTRICULAR_ZONE_TO_THE_OLFACTORY_BULB	GO:0022028
GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION	GO:0022030
GOBP_METENCEPHALON_DEVELOPMENT	GO:0022037
GOBP_CORPUS_CALLOSUM_DEVELOPMENT	GO:0022038
GOBP_CELL_CYCLE_PROCESS	GO:0022402
GOBP_CELL_CYCLE_PHASE	GO:0022403
GOBP_MOLTING_CYCLE_PROCESS	GO:0022404
GOBP_MEMBRANE_DOCKING	GO:0022406
GOBP_REGULATION_OF_CELL_CELL_ADHESION	GO:0022407
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	GO:0022408
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	GO:0022409
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_PROCESS	GO:0022410
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	GO:0022411
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	GO:0022412
GOBP_PROTEIN_MATURATION_BY_PROTEIN_FOLDING	GO:0022417
GOBP_OVULATION_CYCLE_PROCESS	GO:0022602
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	GO:0022603
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	GO:0022604
GOBP_MAMMALIAN_OOGENESIS_STAGE	GO:0022605
GOBP_GLAND_MORPHOGENESIS	GO:0022612
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GO:0022613
GOBP_PROTEIN_TO_MEMBRANE_DOCKING	GO:0022615
GOBP_DNA_STRAND_ELONGATION	GO:0022616
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	GO:0022617
GOBP_ELECTRON_TRANSPORT_CHAIN	GO:0022900
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION	GO:0023019
GOBP_CD40_SIGNALING_PATHWAY	GO:0023035
GOBP_NEURONAL_SIGNAL_TRANSDUCTION	GO:0023041
GOBP_ADAPTATION_OF_SIGNALING_PATHWAY	GO:0023058
GOBP_SIGNAL_RELEASE	GO:0023061
GOBP_INTRACELLULAR_MONOATOMIC_ANION_HOMEOSTASIS	GO:0030002
GOBP_INTRACELLULAR_POTASSIUM_ION_HOMEOSTASIS	GO:0030007
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	GO:0030010
GOBP_MAINTENANCE_OF_CELL_POLARITY	GO:0030011
GOBP_ACTIN_FILAMENT_BASED_PROCESS	GO:0030029
GOBP_CELL_PROJECTION_ORGANIZATION	GO:0030030
GOBP_CELL_PROJECTION_ASSEMBLY	GO:0030031
GOBP_LAMELLIPODIUM_ASSEMBLY	GO:0030032
GOBP_MICROVILLUS_ASSEMBLY	GO:0030033
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	GO:0030042
GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GO:0030046
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	GO:0030048
GOBP_MUSCLE_FILAMENT_SLIDING	GO:0030049
GOBP_INSULIN_PROCESSING	GO:0030070
GOBP_INSULIN_SECRETION	GO:0030073
GOBP_PROTEIN_REPAIR	GO:0030091
GOBP_HEMOPOIESIS	GO:0030097
GOBP_MYELOID_CELL_DIFFERENTIATION	GO:0030099
GOBP_REGULATION_OF_ENDOCYTOSIS	GO:0030100
GOBP_NATURAL_KILLER_CELL_ACTIVATION	GO:0030101
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	GO:0030111
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	GO:0030148
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	GO:0030150
GOBP_REGULATION_OF_CELL_ADHESION	GO:0030155
GOBP_PANCREATIC_JUICE_SECRETION	GO:0030157
GOBP_REGULATION_OF_PROTEOLYSIS	GO:0030162
GOBP_PROTEIN_CATABOLIC_PROCESS	GO:0030163
GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	GO:0030166
GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS	GO:0030167
GOBP_PLATELET_ACTIVATION	GO:0030168
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION	GO:0030174
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	GO:0030177
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	GO:0030178
GOBP_B_CELL_DIFFERENTIATION	GO:0030183
GOBP_COLLAGEN_FIBRIL_ORGANIZATION	GO:0030199
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS	GO:0030200
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	GO:0030201
GOBP_HEPARIN_METABOLIC_PROCESS	GO:0030202
GOBP_CHONDROITIN_SULFATE_METABOLIC_PROCESS	GO:0030204
GOBP_DERMATAN_SULFATE_METABOLIC_PROCESS	GO:0030205
GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	GO:0030206
GOBP_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	GO:0030207
GOBP_DERMATAN_SULFATE_CATABOLIC_PROCESS	GO:0030209
GOBP_HEPARIN_BIOSYNTHETIC_PROCESS	GO:0030210
GOBP_HYALURONAN_METABOLIC_PROCESS	GO:0030212
GOBP_HYALURONAN_BIOSYNTHETIC_PROCESS	GO:0030213
GOBP_HYALURONAN_CATABOLIC_PROCESS	GO:0030214
GOBP_KERATINOCYTE_DIFFERENTIATION	GO:0030216
GOBP_T_CELL_DIFFERENTIATION	GO:0030217
GOBP_MEGAKARYOCYTE_DIFFERENTIATION	GO:0030219
GOBP_EOSINOPHIL_DIFFERENTIATION	GO:0030222
GOBP_NEUTROPHIL_DIFFERENTIATION	GO:0030223
GOBP_MONOCYTE_DIFFERENTIATION	GO:0030224
GOBP_MACROPHAGE_DIFFERENTIATION	GO:0030225
GOBP_MALE_SEX_DETERMINATION	GO:0030238
GOBP_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY	GO:0030240
GOBP_AUTOPHAGY_OF_PEROXISOME	GO:0030242
GOBP_GROWTH_HORMONE_SECRETION	GO:0030252
GOBP_LIPID_MODIFICATION	GO:0030258
GOBP_LIPID_GLYCOSYLATION	GO:0030259
GOBP_CHROMOSOME_CONDENSATION	GO:0030261
GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION	GO:0030263
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	GO:0030277
GOBP_REGULATION_OF_OSSIFICATION	GO:0030278
GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION	GO:0030279
GOBP_BONE_MINERALIZATION	GO:0030282
GOBP_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	GO:0030300
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	GO:0030307
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	GO:0030308
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	GO:0030309
GOBP_OSTEOCLAST_DIFFERENTIATION	GO:0030316
GOBP_MELANOCYTE_DIFFERENTIATION	GO:0030318
GOBP_TRANSEPITHELIAL_CHLORIDE_TRANSPORT	GO:0030321
GOBP_STABILIZATION_OF_MEMBRANE_POTENTIAL	GO:0030322
GOBP_ADRENAL_GLAND_DEVELOPMENT	GO:0030325
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GO:0030330
GOBP_SPERM_MITOCHONDRION_ORGANIZATION	GO:0030382
GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS	GO:0030388
GOBP_MEMBRANE_DISASSEMBLY	GO:0030397
GOBP_SIRNA_PROCESSING	GO:0030422
GOBP_SLEEP	GO:0030431
GOBP_PERISTALSIS	GO:0030432
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	GO:0030433
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION	GO:0030449
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	GO:0030450
GOBP_NUCLEAR_MIGRATION_ALONG_MICROTUBULE	GO:0030473
GOBP_TRNA_METHYLATION	GO:0030488
GOBP_MATURATION_OF_SSU_RRNA	GO:0030490
GOBP_FATTY_ACID_ELONGATION	GO:0030497
GOBP_REGULATION_OF_BONE_MINERALIZATION	GO:0030500
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	GO:0030501
GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION	GO:0030502
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	GO:0030510
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	GO:0030512
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	GO:0030513
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	GO:0030514
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	GO:0030517
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GO:0030520
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	GO:0030521
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	GO:0030522
GOBP_ADULT_BEHAVIOR	GO:0030534
GOBP_MALE_GENITALIA_DEVELOPMENT	GO:0030539
GOBP_FEMALE_GENITALIA_DEVELOPMENT	GO:0030540
GOBP_COLLAGEN_CATABOLIC_PROCESS	GO:0030574
GOBP_NUCLEAR_BODY_ORGANIZATION	GO:0030575
GOBP_PML_BODY_ORGANIZATION	GO:0030578
GOBP_NEUTROPHIL_CHEMOTAXIS	GO:0030593
GOBP_LEUKOCYTE_CHEMOTAXIS	GO:0030595
GOBP_POLYKETIDE_METABOLIC_PROCESS	GO:0030638
GOBP_REGULATION_OF_CELLULAR_PH	GO:0030641
GOBP_INTRACELLULAR_PHOSPHATE_ION_HOMEOSTASIS	GO:0030643
GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	GO:0030656
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	GO:0030705
GOBP_GERM_LINE_STEM_CELL_POPULATION_MAINTENANCE	GO:0030718
GOBP_OVULATION	GO:0030728
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	GO:0030730
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0030808
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0030809
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO:0030810
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	GO:0030832
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	GO:0030835
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	GO:0030836
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	GO:0030837
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	GO:0030838
GOBP_PROSTATE_GLAND_DEVELOPMENT	GO:0030850
GOBP_GRANULOCYTE_DIFFERENTIATION	GO:0030851
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	GO:0030852
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	GO:0030853
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	GO:0030854
GOBP_EPITHELIAL_CELL_DIFFERENTIATION	GO:0030855
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	GO:0030856
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	GO:0030857
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	GO:0030858
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	GO:0030859
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION	GO:0030865
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	GO:0030866
GOBP_THYROID_GLAND_DEVELOPMENT	GO:0030878
GOBP_MAMMARY_GLAND_DEVELOPMENT	GO:0030879
GOBP_REGULATION_OF_MYELOID_DENDRITIC_CELL_ACTIVATION	GO:0030885
GOBP_REGULATION_OF_B_CELL_PROLIFERATION	GO:0030888
GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	GO:0030889
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	GO:0030890
GOBP_FOREBRAIN_DEVELOPMENT	GO:0030900
GOBP_MIDBRAIN_DEVELOPMENT	GO:0030901
GOBP_HINDBRAIN_DEVELOPMENT	GO:0030902
GOBP_NOTOCHORD_DEVELOPMENT	GO:0030903
GOBP_PARANODAL_JUNCTION_ASSEMBLY	GO:0030913
GOBP_OTIC_VESICLE_FORMATION	GO:0030916
GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT	GO:0030917
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO:0030947
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO:0030948
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO:0030949
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MICROTUBULE_CYTOSKELETON_POLARITY	GO:0030951
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY	GO:0030952
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	GO:0030953
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	GO:0030968
GOBP_RESPONSE_TO_CAFFEINE	GO:0031000
GOBP_PANCREAS_DEVELOPMENT	GO:0031016
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT	GO:0031017
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	GO:0031018
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	GO:0031023
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GO:0031032
GOBP_MYOSIN_FILAMENT_ORGANIZATION	GO:0031033
GOBP_MYOSIN_FILAMENT_ASSEMBLY	GO:0031034
GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	GO:0031047
GOBP_PRIMARY_MIRNA_PROCESSING	GO:0031053
GOBP_PRE_MIRNA_PROCESSING	GO:0031054
GOBP_REGULATION_OF_HISTONE_MODIFICATION	GO:0031056
GOBP_REGULATION_OF_HISTONE_METHYLATION	GO:0031060
GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION	GO:0031062
GOBP_REGULATION_OF_HISTONE_DEACETYLATION	GO:0031063
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	GO:0031076
GOBP_POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	GO:0031077
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY	GO:0031086
GOBP_DEADENYLATION_INDEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA	GO:0031087
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GO:0031098
GOBP_REGENERATION	GO:0031099
GOBP_ANIMAL_ORGAN_REGENERATION	GO:0031100
GOBP_NEURON_PROJECTION_REGENERATION	GO:0031102
GOBP_AXON_REGENERATION	GO:0031103
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GO:0031109
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GO:0031110
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GO:0031111
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GO:0031112
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	GO:0031113
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	GO:0031114
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	GO:0031115
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	GO:0031118
GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS	GO:0031119
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	GO:0031122
GOBP_RNA_3_END_PROCESSING	GO:0031123
GOBP_MRNA_3_END_PROCESSING	GO:0031124
GOBP_RRNA_3_END_PROCESSING	GO:0031125
GOBP_DEVELOPMENTAL_INDUCTION	GO:0031128
GOBP_REGULATION_OF_AXON_DIAMETER	GO:0031133
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	GO:0031145
GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GO:0031146
GOBP_RRNA_METHYLATION	GO:0031167
GOBP_PEPTIDE_MODIFICATION	GO:0031179
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION	GO:0031204
GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	GO:0031214
GOBP_AUDITORY_BEHAVIOR	GO:0031223
GOBP_PSEUDOPODIUM_ORGANIZATION	GO:0031268
GOBP_POSITIVE_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY	GO:0031274
GOBP_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	GO:0031281
GOBP_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	GO:0031282
GOBP_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	GO:0031284
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	GO:0031290
