NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS		79	-0.12719408	-1.2786797	0.0	0.42590517	1.0	2272	tags=72%, list=49%, signal=139%	
GOBP_STRESS_GRANULE_ASSEMBLY	GOBP_STRESS_GRANULE_ASSEMBLY		22	-0.20706958	-1.2761034	0.17894737	0.4271283	1.0	1725	tags=68%, list=37%, signal=108%	
GOMF_ALPHA_TUBULIN_BINDING	GOMF_ALPHA_TUBULIN_BINDING		16	-0.26007426	-1.2743616	0.14285715	0.42698646	1.0	2300	tags=81%, list=50%, signal=161%	
GOBP_MITOTIC_SPINDLE_ASSEMBLY	GOBP_MITOTIC_SPINDLE_ASSEMBLY		31	-0.19052127	-1.2710024	0.16666667	0.42945367	1.0	1681	tags=68%, list=36%, signal=106%	
GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING	GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING		28	-0.20838773	-1.2704196	0.17045455	0.42674422	1.0	2645	tags=86%, list=57%, signal=198%	
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY		19	-0.23409845	-1.2685275	0.16037735	0.42654458	1.0	3211	tags=95%, list=69%, signal=307%	
GOMF_PROTEASE_BINDING	GOMF_PROTEASE_BINDING		30	-0.1845601	-1.2635516	0.125	0.43229902	1.0	3563	tags=97%, list=77%, signal=415%	
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	GOBP_SKIN_EPIDERMIS_DEVELOPMENT		21	-0.21403813	-1.2617303	0.16666667	0.4322098	1.0	3650	tags=100%, list=79%, signal=468%	
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY		18	-0.24033889	-1.2616421	0.13636364	0.42880017	1.0	2120	tags=78%, list=46%, signal=143%	
GOCC_APICAL_PART_OF_CELL	GOCC_APICAL_PART_OF_CELL		82	-0.13186297	-1.2568673	0.0	0.4338302	1.0	2420	tags=76%, list=52%, signal=155%	
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		15	-0.25563976	-1.255507	0.19594595	0.43295822	1.0	1002	tags=60%, list=22%, signal=76%	
GOBP_ENDOSOME_ORGANIZATION	GOBP_ENDOSOME_ORGANIZATION		49	-0.13705274	-1.2522455	0.17391305	0.4351262	1.0	2322	tags=76%, list=50%, signal=150%	
GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS		33	-0.16360372	-1.2504705	0.19672132	0.43478116	1.0	3692	tags=97%, list=80%, signal=472%	
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS		24	-0.2048562	-1.2451228	0.18181819	0.44093347	1.0	3339	tags=96%, list=72%, signal=341%	
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION		106	-0.11819668	-1.2433058	0.5	0.4406274	1.0	2163	tags=69%, list=47%, signal=126%	
GOMF_CLATHRIN_BINDING	GOMF_CLATHRIN_BINDING		26	-0.19670354	-1.2399161	0.17021276	0.4435004	1.0	3731	tags=100%, list=80%, signal=509%	
GOBP_TORC1_SIGNALING	GOBP_TORC1_SIGNALING		41	-0.15058652	-1.2393817	0.21621622	0.44088885	1.0	2620	tags=80%, list=57%, signal=183%	
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS		22	-0.19653304	-1.2376643	0.17708333	0.44067532	1.0	3731	tags=100%, list=80%, signal=509%	
GOCC_GOLGI_CISTERNA	GOCC_GOLGI_CISTERNA		27	-0.19294499	-1.2320856	0.15068494	0.44822028	1.0	1503	tags=63%, list=32%, signal=93%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION		34	-0.16794378	-1.2303022	0.24590164	0.44820413	1.0	2388	tags=76%, list=51%, signal=157%	
GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING	GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING		41	-0.13970675	-1.2298485	0.175	0.44588763	1.0	1820	tags=63%, list=39%, signal=103%	
GOBP_INTRACELLULAR_PH_REDUCTION	GOBP_INTRACELLULAR_PH_REDUCTION		19	-0.22578904	-1.2294623	0.20661157	0.44321772	1.0	3197	tags=95%, list=69%, signal=304%	
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING		30	-0.17139448	-1.2290235	0.2	0.4408764	1.0	1194	tags=57%, list=26%, signal=76%	
GOBP_CELLULAR_COMPONENT_MAINTENANCE	GOBP_CELLULAR_COMPONENT_MAINTENANCE		21	-0.21444966	-1.2282952	0.22772278	0.43914756	1.0	2328	tags=81%, list=50%, signal=162%	
GOBP_SYNAPTIC_VESICLE_MATURATION	GOBP_SYNAPTIC_VESICLE_MATURATION		15	-0.2404328	-1.2081175	0.2208589	0.47254926	1.0	2262	tags=80%, list=49%, signal=156%	
GOMF_RECEPTOR_TYROSINE_KINASE_BINDING	GOMF_RECEPTOR_TYROSINE_KINASE_BINDING		23	-0.2024404	-1.2079887	0.22093023	0.46943444	1.0	2676	tags=83%, list=58%, signal=194%	
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY		41	-0.14903459	-1.2051476	0.22222222	0.47136042	1.0	2022	tags=68%, list=44%, signal=120%	
GOBP_AUTOPHAGOSOME_MATURATION	GOBP_AUTOPHAGOSOME_MATURATION		32	-0.16796117	-1.1932095	0.23880596	0.48956332	1.0	3108	tags=91%, list=67%, signal=273%	
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY		46	-0.134706	-1.1901826	0.14814815	0.4916879	1.0	2609	tags=78%, list=56%, signal=177%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING		25	-0.19162545	-1.18954	0.25274727	0.48953322	1.0	3494	tags=96%, list=75%, signal=387%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION		24	-0.19272567	-1.1890737	0.16091955	0.48721415	1.0	2280	tags=79%, list=49%, signal=155%	
GOBP_FILOPODIUM_ASSEMBLY	GOBP_FILOPODIUM_ASSEMBLY		24	-0.19064225	-1.1885145	0.25842696	0.48497024	1.0	1673	tags=67%, list=36%, signal=104%	
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS		20	-0.20706087	-1.1847705	0.2413793	0.48904392	1.0	3682	tags=100%, list=79%, signal=483%	
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	GOBP_REGULATION_OF_SPINDLE_ORGANIZATION		20	-0.20486736	-1.1821065	0.27027026	0.49122596	1.0	1882	tags=70%, list=41%, signal=117%	
GOBP_REGULATED_EXOCYTOSIS	GOBP_REGULATED_EXOCYTOSIS		55	-0.13139766	-1.1803548	0.21428572	0.4917801	1.0	2082	tags=69%, list=45%, signal=124%	
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY		15	-0.23175193	-1.1782962	0.22807017	0.4924378	1.0	3035	tags=93%, list=65%, signal=269%	
GOBP_MEMBRANE_FUSION	GOBP_MEMBRANE_FUSION		74	-0.12142303	-1.17803	0.18181819	0.48971972	1.0	2645	tags=78%, list=57%, signal=180%	
GOMF_RNA_POLYMERASE_ACTIVITY	GOMF_RNA_POLYMERASE_ACTIVITY		19	-0.2083153	-1.1717151	0.23622048	0.49916315	1.0	3676	tags=100%, list=79%, signal=481%	
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE	GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE		19	-0.21752289	-1.1630001	0.23015873	0.5135923	1.0	3304	tags=95%, list=71%, signal=328%	
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT		22	-0.1886044	-1.159655	0.21568628	0.51697123	1.0	3393	tags=95%, list=73%, signal=354%	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION		17	-0.22345954	-1.1540143	0.24832214	0.52525246	1.0	1719	tags=71%, list=37%, signal=112%	
GOBP_EXOCYTIC_PROCESS	GOBP_EXOCYTIC_PROCESS		38	-0.14417547	-1.1504643	0.30232558	0.5287476	1.0	2102	tags=71%, list=45%, signal=129%	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS		28	-0.1800611	-1.1479702	0.2173913	0.5302234	1.0	3537	tags=96%, list=76%, signal=404%	
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT	GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT		24	-0.18666765	-1.1475532	0.2278481	0.52766556	1.0	1916	tags=71%, list=41%, signal=120%	
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS		28	-0.16257402	-1.1429362	0.2837838	0.53341335	1.0	2313	tags=79%, list=50%, signal=156%	
GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT		47	-0.13934547	-1.1413786	0.21428572	0.5333231	1.0	2469	tags=79%, list=53%, signal=167%	
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		32	-0.16931587	-1.1344452	0.28125	0.5442282	1.0	1637	tags=63%, list=35%, signal=96%	
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE		26	-0.17868356	-1.1319668	0.31578946	0.5458529	1.0	1030	tags=54%, list=22%, signal=69%	
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY	GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY		23	-0.18429229	-1.1317085	0.26881722	0.5430854	1.0	1711	tags=65%, list=37%, signal=103%	
GOBP_SPINDLE_LOCALIZATION	GOBP_SPINDLE_LOCALIZATION		22	-0.18161134	-1.1232092	0.28712872	0.55728245	1.0	3104	tags=91%, list=67%, signal=274%	
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION		21	-0.19717269	-1.1194962	0.2857143	0.5619287	1.0	3035	tags=90%, list=65%, signal=261%	
GOBP_MOLTING_CYCLE_PROCESS	GOBP_MOLTING_CYCLE_PROCESS		17	-0.21385282	-1.1179036	0.31896552	0.5620681	1.0	3650	tags=100%, list=79%, signal=468%	
GOCC_APICAL_JUNCTION_COMPLEX	GOCC_APICAL_JUNCTION_COMPLEX		37	-0.14488612	-1.1169616	0.3	0.5604072	1.0	1295	tags=54%, list=28%, signal=74%	
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY		39	-0.1363834	-1.1152179	0.20588236	0.5602827	1.0	3814	tags=97%, list=82%, signal=544%	
GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION		19	-0.20485058	-1.1143852	0.31578946	0.5586415	1.0	3692	tags=100%, list=80%, signal=489%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE		26	-0.16971102	-1.1122646	0.26506025	0.5601509	1.0	2001	tags=69%, list=43%, signal=121%	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		89	-0.09050295	-1.1120651	0.33333334	0.55735046	1.0	1821	tags=61%, list=39%, signal=98%	
GOBP_MICROTUBULE_BUNDLE_FORMATION	GOBP_MICROTUBULE_BUNDLE_FORMATION		15	-0.23199232	-1.1112696	0.34108528	0.5557089	1.0	1634	tags=73%, list=35%, signal=113%	
GOMF_ATPASE_COUPLED_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ATPASE_COUPLED_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		20	-0.18648002	-1.1100743	0.33606556	0.5550687	1.0	2265	tags=75%, list=49%, signal=146%	
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION		52	-0.117053576	-1.1079695	0.3	0.55618036	1.0	2816	tags=81%, list=61%, signal=203%	
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION		24	-0.18868938	-1.105446	0.31764707	0.5579982	1.0	1857	tags=71%, list=40%, signal=118%	
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION		16	-0.22929968	-1.105187	0.28671327	0.5554506	1.0	2512	tags=88%, list=54%, signal=190%	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION		15	-0.22544353	-1.104511	0.29496402	0.5538209	1.0	3596	tags=100%, list=78%, signal=444%	
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE		44	-0.13267079	-1.1018914	0.26666668	0.5561649	1.0	2513	tags=75%, list=54%, signal=162%	
GOBP_RESPONSE_TO_OSMOTIC_STRESS	GOBP_RESPONSE_TO_OSMOTIC_STRESS		30	-0.1650088	-1.1004126	0.26666668	0.5556294	1.0	1030	tags=50%, list=22%, signal=64%	
GOBP_ORGANELLE_FUSION	GOBP_ORGANELLE_FUSION		75	-0.11486068	-1.0993656	0.42857143	0.5545716	1.0	2178	tags=69%, list=47%, signal=129%	
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX		41	-0.1348641	-1.0983344	0.2888889	0.553819	1.0	1879	tags=66%, list=41%, signal=110%	
GOCC_CLATHRIN_VESICLE_COAT	GOCC_CLATHRIN_VESICLE_COAT		18	-0.20350726	-1.0911446	0.3305785	0.5657183	1.0	3698	tags=100%, list=80%, signal=492%	
GOBP_SPROUTING_ANGIOGENESIS	GOBP_SPROUTING_ANGIOGENESIS		22	-0.18346524	-1.0864711	0.33663365	0.57243305	1.0	3148	tags=91%, list=68%, signal=282%	
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS		93	-0.08159266	-1.0859208	0.5	0.5705321	1.0	2596	tags=74%, list=56%, signal=165%	
GOBP_CELL_FATE_SPECIFICATION	GOBP_CELL_FATE_SPECIFICATION		19	-0.2003048	-1.0857081	0.2920354	0.56786627	1.0	2109	tags=74%, list=45%, signal=135%	
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE		32	-0.15822798	-1.0842677	0.25862068	0.5677576	1.0	2484	tags=78%, list=54%, signal=167%	
GOCC_EXOCYTIC_VESICLE	GOCC_EXOCYTIC_VESICLE		70	-0.0944675	-1.0830538	0.41666666	0.5674774	1.0	1824	tags=60%, list=39%, signal=97%	
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS		20	-0.18741317	-1.0765321	0.36220473	0.57758296	1.0	3150	tags=90%, list=68%, signal=279%	
GOBP_ENDOCYTIC_RECYCLING	GOBP_ENDOCYTIC_RECYCLING		36	-0.1432275	-1.0725937	0.34615386	0.5825055	1.0	2493	tags=78%, list=54%, signal=167%	
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY		24	-0.18035986	-1.0693644	0.3690476	0.5857775	1.0	3806	tags=100%, list=82%, signal=555%	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS		71	-0.08949969	-1.0683427	0.3846154	0.58505213	1.0	1882	tags=62%, list=41%, signal=103%	
GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		42	-0.12533079	-1.0664573	0.3902439	0.58564496	1.0	1659	tags=60%, list=36%, signal=92%	
GOBP_RESPONSE_TO_DSRNA	GOBP_RESPONSE_TO_DSRNA		17	-0.20007612	-1.0621765	0.34375	0.5916153	1.0	2221	tags=76%, list=48%, signal=146%	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL		24	-0.16580242	-1.0545785	0.3372093	0.6048312	1.0	3540	tags=96%, list=76%, signal=403%	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY		22	-0.1802817	-1.0491121	0.32673267	0.6132182	1.0	3806	tags=100%, list=82%, signal=555%	
GOBP_DEVELOPMENTAL_MATURATION	GOBP_DEVELOPMENTAL_MATURATION		66	-0.09999015	-1.048496	0.33333334	0.6115627	1.0	3843	tags=95%, list=83%, signal=550%	
GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON		16	-0.20765506	-1.0452361	0.3310811	0.6150197	1.0	2407	tags=81%, list=52%, signal=168%	
GOCC_TERTIARY_GRANULE_MEMBRANE	GOCC_TERTIARY_GRANULE_MEMBRANE		18	-0.18872726	-1.0445	0.39072847	0.61353046	1.0	1989	tags=72%, list=43%, signal=126%	
GOBP_REGULATION_OF_PROTEIN_TARGETING	GOBP_REGULATION_OF_PROTEIN_TARGETING		31	-0.14399934	-1.0444299	0.42857143	0.6106417	1.0	3477	tags=94%, list=75%, signal=371%	
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION		15	-0.21206896	-1.0395405	0.38405797	0.6179693	1.0	1932	tags=73%, list=42%, signal=125%	
GOBP_REGENERATION	GOBP_REGENERATION		41	-0.12206266	-1.0390618	0.33333334	0.61609864	1.0	4077	tags=100%, list=88%, signal=821%	
GOCC_SYNAPTIC_MEMBRANE	GOCC_SYNAPTIC_MEMBRANE		66	-0.10014125	-1.0386136	0.45454547	0.61401594	1.0	1787	tags=61%, list=39%, signal=97%	
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING		20	-0.1746311	-1.0351774	0.40186915	0.6181845	1.0	2577	tags=80%, list=56%, signal=179%	
GOBP_ENTRY_INTO_HOST	GOBP_ENTRY_INTO_HOST		44	-0.111244	-1.0312207	0.4516129	0.6233167	1.0	638	tags=36%, list=14%, signal=42%	
GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION		16	-0.20403378	-1.0289	0.4025157	0.6252481	1.0	3104	tags=94%, list=67%, signal=283%	
GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS	GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS		16	-0.21093413	-1.0285517	0.36301368	0.6229906	1.0	1857	tags=75%, list=40%, signal=125%	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS		17	-0.20568146	-1.0273248	0.41984734	0.62235534	1.0	1780	tags=71%, list=38%, signal=114%	
GOBP_VIRAL_BUDDING	GOBP_VIRAL_BUDDING		17	-0.18841766	-1.0259932	0.35833332	0.6223353	1.0	1957	tags=71%, list=42%, signal=122%	
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION		18	-0.18867445	-1.0257665	0.40625	0.6198191	1.0	1857	tags=72%, list=40%, signal=120%	
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR	GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR		19	-0.18795912	-1.0241114	0.4778761	0.6206273	1.0	3280	tags=95%, list=71%, signal=322%	
GOCC_MULTIVESICULAR_BODY	GOCC_MULTIVESICULAR_BODY		17	-0.20567822	-1.0239706	0.4214876	0.61797154	1.0	1882	tags=71%, list=41%, signal=118%	
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY		34	-0.13554046	-1.0217112	0.3877551	0.6197647	1.0	2007	tags=68%, list=43%, signal=118%	
GOCC_CYTOPLASMIC_STRESS_GRANULE	GOCC_CYTOPLASMIC_STRESS_GRANULE		62	-0.09867496	-1.0216794	0.31578946	0.6169333	1.0	1022	tags=44%, list=22%, signal=55%	
GOMF_MYOSIN_PHOSPHATASE_ACTIVITY	GOMF_MYOSIN_PHOSPHATASE_ACTIVITY		23	-0.16685693	-1.0197966	0.39805827	0.61819303	1.0	1887	tags=70%, list=41%, signal=117%	
GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING		26	-0.14920841	-1.0118951	0.4597701	0.63138884	1.0	3950	tags=100%, list=85%, signal=671%	
GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR		16	-0.20200731	-1.0033764	0.42384106	0.64574075	1.0	2912	tags=88%, list=63%, signal=234%	
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI		21	-0.17654675	-1.0030354	0.43089432	0.64354223	1.0	2753	tags=86%, list=59%, signal=210%	
GOBP_PLASMA_MEMBRANE_REPAIR	GOBP_PLASMA_MEMBRANE_REPAIR		18	-0.1875989	-1.0012115	0.42635658	0.6446234	1.0	2091	tags=72%, list=45%, signal=131%	
GOBP_REGULATION_OF_EXOCYTOSIS	GOBP_REGULATION_OF_EXOCYTOSIS		52	-0.11056854	-0.99716485	0.44	0.6512607	1.0	2313	tags=71%, list=50%, signal=140%	
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION		23	-0.15957569	-0.9902441	0.4234234	0.6626307	1.0	1278	tags=57%, list=28%, signal=78%	
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		16	-0.1965965	-0.9899528	0.44827586	0.6602513	1.0	2854	tags=88%, list=62%, signal=227%	
GOBP_PROTEIN_POLYUBIQUITINATION	GOBP_PROTEIN_POLYUBIQUITINATION		67	-0.10038701	-0.9869479	0.3	0.6634864	1.0	1789	tags=61%, list=39%, signal=98%	
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION		17	-0.1930736	-0.9846185	0.46376812	0.6650604	1.0	3746	tags=100%, list=81%, signal=519%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY		15	-0.1945577	-0.9815384	0.47887325	0.66853315	1.0	2346	tags=80%, list=51%, signal=161%	
GOCC_PERICENTRIC_HETEROCHROMATIN	GOCC_PERICENTRIC_HETEROCHROMATIN		20	-0.17470495	-0.97963214	0.4385965	0.66941863	1.0	1823	tags=70%, list=39%, signal=115%	
GOCC_SPINDLE_MIDZONE	GOCC_SPINDLE_MIDZONE		16	-0.19832096	-0.9738901	0.49358973	0.6783027	1.0	2194	tags=75%, list=47%, signal=142%	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION		29	-0.14383736	-0.97166353	0.5	0.67987746	1.0	3312	tags=90%, list=71%, signal=312%	
GOMF_PEPTIDE_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY	GOMF_PEPTIDE_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY		21	-0.17257585	-0.9653669	0.46846846	0.69036686	1.0	1627	tags=67%, list=35%, signal=102%	
GOCC_UBIQUITIN_LIGASE_COMPLEX	GOCC_UBIQUITIN_LIGASE_COMPLEX		92	-0.0731702	-0.9622804	0.5	0.6935672	1.0	1879	tags=59%, list=41%, signal=97%	
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		18	-0.17814884	-0.9586561	0.46825397	0.6984432	1.0	2443	tags=83%, list=53%, signal=175%	
